"","Year","GEOID","NAME","Median Income","Median Income moe","Percent Median Income Change","Label"
"2007","2011","1901990","Anamosa",45750,10692,0.115391179267133,"Positive"
"2008","2011","1934995","Hastings",26250,11891,-0.186626591887956,"Negative"
"2009","2011","1935715","Henderson",32813,12146,0.050016,"Positive"
"2010","2011","1948900","Manly",49896,6104,0.180327868852459,"Positive"
"2011","2011","1957630","Northwood",42734,6482,0.0250911533294953,"Positive"
"2012","2011","1902845","Arlington",43000,14743,0.109677419354839,"Positive"
"2013","2011","1914250","Clermont",40368,5159,0.145191489361702,"Positive"
"2014","2011","1950610","Maynard",41375,9046,0.054140127388535,"Positive"
"2015","2011","1915060","Colfax",50719,4104,0.0961056362378977,"Positive"
"2016","2011","1942870","Lambs Grove",64375,14174,0.0537041280649491,"Positive"
"2017","2011","1947595","Lynnville",58625,10496,0.170066262174677,"Positive"
"2018","2011","1980175","Valeria",44167,21084,-0.226267014697896,"Negative"
"2019","2011","1943725","Laurens",32560,2527,-0.0697142857142857,"Negative"
"2020","2011","1905770","Bennett",50313,17432,-0.0747034482758621,"Negative"
"2021","2011","1928515","Fort Dodge",38015,2424,0.00242596840967223,"Positive"
"2022","2011","1931710","Gowrie",46938,8303,0.0859244863964464,"Positive"
"2023","2011","1955695","Nevada",53854,5183,0.0313894474767787,"Positive"
"2024","2011","1925005","Ellston",26364,11408,0.0175614651279478,"Positive"
"2025","2011","1971940","Shannon City",46250,29815,0.0571428571428571,"Positive"
"2026","2011","1914115","Cleghorn",39844,3227,0.00130679533574588,"Positive"
"2027","2011","1943500","Larrabee",45625,13881,-0.0457616129504528,"Negative"
"2028","2011","1982380","Washta",31625,8843,-0.127586206896552,"Negative"
"2029","2011","1935580","Hazleton",38320,6853,0.112530484264313,"Positive"
"2030","2011","1938100","Independence",49341,4849,0.0590697374916826,"Positive"
"2031","2011","1965235","Quasqueton",40987,6318,-0.0149013387170428,"Negative"
"2032","2011","1960465","Ottumwa",36574,2282,0.0290939786156443,"Positive"
"2033","2011","1959745","Osage",41033,3705,0.0840378315544753,"Positive"
"2034","2011","1901630","Altoona",65781,5024,0.049356325872988,"Positive"
"2035","2011","1939765","Johnston",93042,5222,0.0401216281175589,"Positive"
"2036","2011","1922845","Dunkerton",57721,9643,0.0126491228070175,"Positive"
"2037","2011","1965820","Raymond",56000,13956,-0.0365591397849462,"Negative"
"2038","2011","1951150","Meriden",33438,7735,0.066738977860014,"Positive"
"2039","2011","1974505","Springbrook",70781,34846,0.339103619198971,"Positive"
"2040","2011","1969285","Russell",36250,8603,0.0028772201626736,"Positive"
"2041","2011","1900235","Ackworth",44583,24437,0.0940613496932515,"Positive"
"2042","2011","1957675","Norwalk",73220,8856,0.0576492510364154,"Positive"
"2043","2011","1970590","Sandyville",23750,60715,-0.568181818181818,"Negative"
"2044","2011","1974685","Spring Hill",60000,38122,-0.0588235294117647,"Negative"
"2045","2011","1907840","Boyden",46719,12893,-0.0358469539375929,"Negative"
"2046","2011","1947100","Lucas",22000,15164,-0.12,"Negative"
"2047","2011","1921900","Doon",46667,5961,0.0319762941995975,"Positive"
"2048","2011","1952050","Miles",53281,11117,0.0524641975308642,"Positive"
"2049","2011","1953265","Monmouth",44583,10383,0.150529032258065,"Positive"
"2050","2011","1903295","Ashton",38938,3098,0.0667945205479452,"Positive"
"2051","2011","1975630","Storm Lake",43457,4182,0.0651225490196078,"Positive"
"2052","2011","1904510","Bankston",53750,28335,NA,NA
"2053","2011","1950935","Melcher-Dallas",42986,5140,0.0290871657369946,"Positive"
"2054","2011","1976665","Swan",28750,18934,-0.122137404580153,"Negative"
"2055","2011","1932520","Gravity",33125,21916,0.308616126101213,"Positive"
"2056","2011","1926985","Farragut",42250,10592,0.0480490164463076,"Positive"
"2057","2011","1933780","Hamburg",35750,8458,0.126836033537162,"Positive"
"2058","2011","1967575","Riverton",51591,9580,-0.0401674418604651,"Negative"
"2059","2011","1935445","Hayesville",25000,11839,0.0810810810810811,"Positive"
"2060","2011","1957225","North English",40545,3017,0.00637907069102462,"Positive"
"2061","2011","1966315","Reinbeck",51705,5632,0.00809124585689218,"Positive"
"2062","2011","1977835","Thornburg",43500,19266,0.364705882352941,"Positive"
"2063","2011","1952905","Mitchell",40500,12921,-0.382857142857143,"Negative"
"2064","2011","1951735","Middletown",55250,18587,0.0190154742802339,"Positive"
"2065","2011","1946155","Logan",47569,9904,0.135976119402985,"Positive"
"2066","2011","1928605","Fort Madison",39779,3852,0.0383450796136779,"Positive"
"2067","2011","1926265","Exira",38281,11995,0.115478757503351,"Positive"
"2068","2011","1909145","Buck Grove",52188,14138,0.855573333333333,"Positive"
"2069","2011","1922215","Dow City",35759,6341,0.0623273224206055,"Positive"
"2070","2011","1957360","North Liberty",61304,8341,0.0254763219082986,"Positive"
"2071","2011","1983595","West Branch",58081,5379,0.0483935018050542,"Positive"
"2072","2011","1950070","Marysville",51250,31303,0.486153400028998,"Positive"
"2073","2011","1901270","Allerton",39000,9625,0.0186225089455951,"Positive"
"2074","2011","1916635","Corydon",32039,4351,0.0499426511551696,"Positive"
"2075","2011","1984585","West Point",46667,6399,0.0298810495884183,"Positive"
"2076","2011","1977565","Thayer",45893,14782,0.0905353705771927,"Positive"
"2077","2011","1949935","Martinsburg",54375,31352,0.0875,"Positive"
"2078","2011","1972975","Sibley",43281,11620,-0.055494937150838,"Negative"
"2079","2011","1938280","Indianola",53162,3692,-0.0313046647230321,"Negative"
"2080","2011","1922755","Duncombe",41250,13855,0.03125,"Positive"
"2081","2011","1944265","Lehigh",34375,8173,-0.0425591176224828,"Negative"
"2082","2011","1981975","Wallingford",36667,20541,-0.107228944997687,"Negative"
"2083","2011","1938055","Imogene",46250,14505,-0.0632911392405063,"Negative"
"2084","2011","1986700","Woden",36250,9673,-0.0413349906116944,"Negative"
"2085","2011","1930540","Gibson",35625,8206,-0.0578636976701135,"Negative"
"2086","2011","1941475","Kinross",38333,15805,-0.115385502965407,"Negative"
"2087","2011","1966720","Richland",47895,8760,0.0209541268758527,"Positive"
"2088","2011","1971355","Searsboro",30682,8885,-0.0498575498575499,"Negative"
"2089","2011","1925590","Emmetsburg",45425,9976,0.058068573558185,"Positive"
"2090","2011","1944535","Leon",20598,5298,-0.119178960872354,"Negative"
"2091","2011","1983145","Webster City",39771,4744,0.0202139394094862,"Positive"
"2092","2011","1965730","Rathbun",58393,7572,0.531619672131148,"Positive"
"2093","2011","1910585","Carbon",37083,25341,-0.072925,"Negative"
"2094","2011","1964560","Prescott",43750,13259,-0.0666666666666667,"Negative"
"2095","2011","1961275","Panama",48125,5047,-0.0128205128205128,"Negative"
"2096","2011","1932475","Granville",40250,9269,0.298387096774194,"Positive"
"2097","2011","1938820","Ireton",48056,9073,0.0241459412228545,"Positive"
"2098","2011","1947865","McClelland",63333,25615,-0.0992704051882298,"Negative"
"2099","2011","1940890","Keomah Village",71250,19411,-0.088,"Negative"
"2100","2011","1930810","Gillett Grove",32500,31091,0.405405405405405,"Positive"
"2101","2011","1932970","Greenville",27188,23246,0,"Negative"
"2102","2011","1903475","Atkins",79606,8774,0.0334281003751736,"Positive"
"2103","2011","1946245","Lohrville",43750,8958,0.24113475177305,"Positive"
"2104","2011","1967125","Rinard",34821,16150,0.591817142857143,"Positive"
"2105","2011","1913080","Cherokee",34492,5546,-0.0412497220369135,"Negative"
"2106","2011","1903115","Arthur",34167,9108,0.120229508196721,"Positive"
"2107","2011","1903835","Aurora",38036,14578,0.0597052350040398,"Positive"
"2108","2011","1943005","Lamont",36375,3121,-0.0162005733758858,"Negative"
"2109","2011","1900190","Ackley",40938,6219,0.0710025115110925,"Positive"
"2110","2011","1965370","Radcliffe",49375,15115,-0.0365853658536585,"Negative"
"2111","2011","1901135","Algona",41488,5845,0.0568037087982067,"Positive"
"2112","2011","1985260","Whittemore",52708,16180,0.176307802178182,"Positive"
"2113","2011","1914655","Clutier",18125,6750,-0.0601991081613606,"Negative"
"2114","2011","1978510","Toledo",36452,3310,0.0309698221002913,"Positive"
"2115","2011","1900865","Albert City",51875,19671,0.205386188307464,"Positive"
"2116","2011","1901495","Alta",42969,7175,-0.07344474393531,"Negative"
"2117","2011","1957135","North Buena Vista",35192,5299,-0.0525267210510729,"Negative"
"2118","2011","1970140","St. Olaf",51667,49320,0.148155555555556,"Positive"
"2119","2011","1917220","Cresco",39327,5643,-0.0251357180040158,"Negative"
"2120","2011","1915375","Columbus City",37917,15065,0.109755026780227,"Positive"
"2121","2011","1910090","Calumet",54028,7171,0.309769696969697,"Positive"
"2122","2011","1976485","Sutherland",45000,5012,0.095663606924594,"Positive"
"2123","2011","1978825","Treynor",67500,23799,0.0876746322048373,"Positive"
"2124","2011","1912945","Chatsworth",16771,19948,-0.210776470588235,"Negative"
"2125","2011","1937515","Hull",61000,4726,0.0932879290258984,"Positive"
"2126","2011","1950430","Maurice",57708,10537,0.0905380123589773,"Positive"
"2127","2011","1916860","Council Bluffs",42844,1717,0.0120709611886708,"Positive"
"2128","2011","1949755","Marshalltown",44970,2678,0.0774354305429105,"Positive"
"2129","2011","1906355","Bettendorf",69239,2746,0.0554082068166575,"Positive"
"2130","2011","1907075","Blue Grass",59773,6540,-0.042268189902421,"Negative"
"2131","2011","1922980","Durant",54250,9386,0.0752155385987514,"Positive"
"2132","2011","1924600","Eldridge",64920,5576,0.0292672099438754,"Positive"
"2133","2011","1944085","Le Claire",71903,13165,0.00916491228070175,"Positive"
"2134","2011","1968250","Rockwell",50000,5439,0.0738139724674097,"Positive"
"2135","2011","1924060","Edgewood",34444,7497,0.0661136560604185,"Positive"
"2136","2011","1985935","Williamson",35893,22785,0.04416,"Positive"
"2137","2011","1959115","Onawa",36326,5704,-0.00189586481659569,"Negative"
"2138","2011","1976620","Swaledale",38281,8444,0.0894163180511682,"Positive"
"2139","2011","1965505","Ralston",45000,18345,0.0909090909090909,"Positive"
"2140","2011","1971310","Scranton",41328,2038,0.0152553614857396,"Positive"
"2141","2011","1909100","Buckeye",33250,18898,0.237209302325581,"Positive"
"2142","2011","1946290","Lone Rock",38523,4428,0.0402905673624801,"Positive"
"2143","2011","1977115","Tama",37333,7407,-0.0928463818826846,"Negative"
"2144","2011","1937200","Hornick",43393,4094,-0.0152055012141706,"Negative"
"2145","2011","1975990","Stuart",49333,4945,-0.00909894347808621,"Negative"
"2146","2011","1987285","Yale",47891,11489,0.0130730015019144,"Positive"
"2147","2011","1936390","Hillsboro",26406,10153,0.00594285714285714,"Positive"
"2148","2011","1970230","Salem",34583,9601,0.018885157032585,"Positive"
"2149","2011","1912495","Central City",39115,11888,-0.105942857142857,"Negative"
"2150","2011","1964425","Prairieburg",48333,8365,0.0800670391061453,"Positive"
"2151","2011","1906625","Birmingham",32813,8462,-0.153212903225806,"Negative"
"2152","2011","1952500","Milton",29464,5053,0.0982964923398069,"Positive"
"2153","2011","1941385","Kingsley",51000,4154,0.0586183992029226,"Positive"
"2154","2011","1951375","Merrill",53500,10332,-0.00753162913219308,"Negative"
"2155","2011","1973605","Sloan",52500,9799,0.162044312623121,"Positive"
"2156","2011","1943905","Lawton",62656,6825,-0.0199127156689452,"Negative"
"2157","2011","1960240","Oto",32143,14879,0.0714333333333333,"Positive"
"2158","2011","1981885","Walker",54907,6433,0.0667560373802724,"Positive"
"2159","2011","1929280","Fruitland",71389,9881,0.00983110306390924,"Positive"
"2160","2011","1975450","Stockton",40625,10937,0.0209338560514676,"Positive"
"2161","2011","1922035","Douds CDP",NA,NA,NA,NA
"2162","2011","1968385","Rodney",46875,18403,-0.030165725280864,"Negative"
"2163","2011","1961725","Park View CDP",55938,6061,-0.0161806605930564,"Negative"
"2164","2011","1934770","Hartwick",51250,12110,0.242424242424242,"Positive"
"2165","2011","1953850","Moorhead",40781,7085,0.154843825220174,"Positive"
"2166","2011","1946830","Lovilia",39500,11776,-0.0971428571428571,"Negative"
"2167","2011","1963885","Plymouth",52031,7308,0.0918037602820212,"Positive"
"2168","2011","1954930","Moville",53382,10661,-0.0281105487383024,"Negative"
"2169","2011","1926895","Farmington",36923,2410,0.0719718964115666,"Positive"
"2170","2011","1940935","Keosauqua",40600,5003,-0.00672782874617737,"Negative"
"2171","2011","1960780","Oyens",73750,12955,0.0429335068020477,"Positive"
"2172","2011","1971625","Sergeant Bluff",76746,13453,0.0256321163200941,"Positive"
"2173","2011","1936480","Hinton",65000,6550,-0.0126532286239424,"Negative"
"2174","2011","1973650","Smithland",50208,14226,0.16424347826087,"Positive"
"2175","2011","1915645","Conesville",57344,18776,0.125760728729043,"Positive"
"2176","2011","1945615","Lisbon",59267,9969,0.0350868000978029,"Positive"
"2177","2011","1966450","Renwick",31944,5841,0.0921025641025641,"Positive"
"2178","2011","1969375","Rutland",30750,8016,-0.0700979799201645,"Negative"
"2179","2011","1977790","Thor",51667,12405,-0.019992033535024,"Negative"
"2180","2011","1953625","Monticello",41796,2806,-0.016981043322828,"Negative"
"2181","2011","1939855","Joice",41719,10474,-0.0979675675675676,"Negative"
"2182","2011","1970050","St. Lucas",33333,4955,-0.0204243564123663,"Negative"
"2183","2011","1984765","West Union",46118,9470,0.131202629448846,"Positive"
"2184","2011","1904915","Baxter",56250,14339,0.13013079380387,"Positive"
"2185","2011","1922305","Dows",37222,5729,0.182101117886179,"Positive"
"2186","2011","1932790","Greenfield",44079,9862,0.0685818181818182,"Positive"
"2187","2011","1975810","Stratford",39395,2802,0.00618088013689883,"Positive"
"2188","2011","1914835","Coalville CDP",69545,47485,-0.134743390357698,"Negative"
"2189","2011","1926940","Farnhamville",43500,510,-0.000160893649297814,"Negative"
"2190","2011","1909955","Callender",48000,9174,0.0971428571428571,"Positive"
"2191","2011","1934410","Harcourt",37361,18604,-0.0358451612903226,"Negative"
"2192","2011","1960105","Otho",38875,8489,0.0542372881355932,"Positive"
"2193","2011","1937425","Hubbard",41591,8295,-0.00888857115622915,"Negative"
"2194","2011","1961815","Paton",32500,3827,-0.161290322580645,"Negative"
"2195","2011","1967215","Rippey",26023,3504,0.00985680468780317,"Positive"
"2196","2011","1924465","Eldora",43529,9582,0.0346311085757749,"Positive"
"2197","2011","1904420","Bancroft",33500,5382,-0.159220961750828,"Negative"
"2198","2011","1950520","Maxwell",57981,7062,-0.0249394591685726,"Negative"
"2199","2011","1900955","Albion",43750,21159,0.0802469135802469,"Positive"
"2200","2011","1982470","Waterville",45000,8694,0.0909090909090909,"Positive"
"2201","2011","1918435","Danville",47833,5411,0.0204373333333333,"Positive"
"2202","2011","1950790","Mediapolis",45500,7326,-0.0357718063914555,"Negative"
"2203","2011","1933195","Grundy Center",55135,10724,0.00327540715130561,"Positive"
"2204","2011","1948495","Magnolia",57500,12846,0.164556962025316,"Positive"
"2205","2011","1952995","Modale",51250,2932,0.0361070677664564,"Positive"
"2206","2011","1959835","Osceola",42389,6593,-0.0575614744986438,"Negative"
"2207","2011","1929775","Garden Grove",39524,10783,0.00605813775899812,"Positive"
"2208","2011","1942960","Lamoni",35565,9320,-0.154884395123922,"Negative"
"2209","2011","1955065","Murray",45536,9037,0.214293333333333,"Positive"
"2210","2011","1923250","Eagle Grove",43131,2722,0.0304369639486824,"Positive"
"2211","2011","1956100","New Hampton",39982,3963,0.027603577670402,"Positive"
"2212","2011","1952095","Milford",44025,4530,0.0305236300648393,"Positive"
"2213","2011","1958710","Okoboji",54821,17244,0.0980451067580018,"Positive"
"2214","2011","1911395","Casey",44167,4295,0.079429088154068,"Positive"
"2215","2011","1939000","Irwin",43333,10792,0.256028985507246,"Positive"
"2216","2011","1977430","Tennant",26438,492,0.0168461538461538,"Positive"
"2217","2011","1901585","Alton",55625,8194,-0.0154867256637168,"Negative"
"2218","2011","1950385","Matlock",53750,44599,0.409836065573771,"Positive"
"2219","2011","1947955","Macedonia",40714,11610,-0.0693942857142857,"Negative"
"2220","2011","1923160","Dysart",50233,5317,0.029217120495011,"Positive"
"2221","2011","1952230","Millersburg",31944,12242,-0.182244067275939,"Negative"
"2222","2011","1910225","Cambridge",51250,7112,0.0370924985328935,"Positive"
"2223","2011","1987555","Zearing",41333,7411,-0.126004398206885,"Negative"
"2224","2011","1914160","Clemons",48750,17129,0.0195971806830778,"Positive"
"2225","2011","1943680","Laurel",39688,15226,0.0678289880808244,"Positive"
"2226","2011","1912855","Charlotte",41500,7211,0.0511917728412574,"Positive"
"2227","2011","1984945","Wheatland",46625,9256,0.0425517642323689,"Positive"
"2228","2011","1949305","Marble Rock",33250,14595,0.131914893617021,"Positive"
"2229","2011","1904825","Batavia",45000,9844,-0.115791955671703,"Negative"
"2230","2011","1961860","Patterson",30000,6523,-0.0943396226415094,"Negative"
"2231","2011","1972525","Shenandoah",36972,5621,0.060706908423227,"Positive"
"2232","2011","1983775","West Chester",35781,12473,0.0751179351581984,"Positive"
"2233","2011","1916500","Corning",33542,3532,0.0805360479350557,"Positive"
"2234","2011","1913395","Cincinnati",27500,10395,0.278475127847513,"Positive"
"2235","2011","1963345","Plano",36563,13720,-0.113624242424242,"Negative"
"2236","2011","1901315","Allison",38929,4228,0.144028447161161,"Positive"
"2237","2011","1961590","Parkersburg",52708,4532,0.0260263572832921,"Positive"
"2238","2011","1981570","Wadena",45893,21726,-0.250726530612245,"Negative"
"2239","2011","1940440","Kellogg",41250,13007,-0.0571428571428571,"Negative"
"2240","2011","1976035","Sully",56591,2264,0.00143337462396036,"Positive"
"2241","2011","1902080","Andover",60417,15158,0.0283744680851064,"Positive"
"2242","2011","1978600","Toronto",51250,18402,0.171428571428571,"Positive"
"2243","2011","1915465","Colwell",38542,32408,-0.03645,"Negative"
"2244","2011","1963615","Pleasant Plain",44375,26393,3.51286484287603,"Positive"
"2245","2011","1908470","Brighton",30882,6837,-0.0374341551600536,"Negative"
"2246","2011","1969915","St. Charles",62000,12961,0.0890184781845008,"Positive"
"2247","2011","1906895","Blanchard",28750,31217,-0.102432018981612,"Negative"
"2248","2011","1935760","Hepburn",12917,58416,-0.50792380952381,"Negative"
"2249","2011","1971895","Shambaugh",34063,19515,-0.187893381651726,"Negative"
"2250","2011","1987420","Yorktown",60625,8404,0.0510757814802614,"Positive"
"2251","2011","1916140","Coppock",70833,63650,0.0397504587155963,"Positive"
"2252","2011","1983280","Wellman",43565,6578,0.0561212121212121,"Positive"
"2253","2011","1918075","Dakota City",49375,10383,0.104882742570712,"Positive"
"2254","2011","1960420","Ottosen",50625,32425,0.396551724137931,"Positive"
"2255","2011","1902395","Aplington",45208,8678,-0.00403163622744597,"Negative"
"2256","2011","1960915","Packwood",41250,16513,0.5,"Positive"
"2257","2011","1982335","Washington",46115,3817,-0.00968517802688657,"Negative"
"2258","2011","1907210","Bode",35000,11869,0.142857142857143,"Positive"
"2259","2011","1944805","Lewis",33068,5644,0.0652664132465692,"Positive"
"2260","2011","1949575","Marne",54205,4965,0.126337662337662,"Positive"
"2261","2011","1921360","Dickens",36786,9617,-0.159177142857143,"Negative"
"2262","2011","1954390","Moulton",26923,2061,0.096034847744667,"Positive"
"2263","2011","1932295","Grant",33750,19988,-0.129032258064516,"Negative"
"2264","2011","1921270","Diagonal",28500,13821,-0.163315033907759,"Negative"
"2265","2011","1940350","Kellerton",35417,4322,0.0462924667651403,"Positive"
"2266","2011","1915195","Collins",53750,12511,0.203996147212329,"Positive"
"2267","2011","1962445","Persia",33750,9500,0.144882797923946,"Positive"
"2268","2011","1928740","Franklin",43000,18060,-0.00864553314121038,"Negative"
"2269","2011","1904195","Badger",48750,10847,0.105667823365313,"Positive"
"2270","2011","1915240","Colo",50395,4044,0.0703438608414927,"Positive"
"2271","2011","1930630","Gilbert",70625,12250,-0.0504201680672269,"Negative"
"2272","2011","1927255","Ferguson",44167,12062,-0.0861936978875716,"Negative"
"2273","2011","1945660","Liscomb",36964,14376,0.0837657958776791,"Positive"
"2274","2011","1948045","McIntire",50625,22989,0.132854457572503,"Positive"
"2275","2011","1907390","Bondurant",68869,13646,0.00122119648179109,"Positive"
"2276","2011","1902935","Armstrong",47500,12733,0.00757270432513841,"Positive"
"2277","2011","1916590","Corwith",42857,10044,0.0300430216069411,"Positive"
"2278","2011","1940260","Kanawha",37132,5180,-0.00745769960706744,"Negative"
"2279","2011","1941655","Klemme",37188,11825,-0.043124742692466,"Negative"
"2280","2011","1956595","New Virginia",70074,19145,0.334742857142857,"Positive"
"2281","2011","1937605","Humeston",32604,3469,0.0203736738334429,"Positive"
"2282","2011","1962985","Pioneer",12321,2518,0.00810014727540501,"Positive"
"2283","2011","1984090","Westfield",48750,18521,-0.0930232558139535,"Negative"
"2284","2011","1918390","Danbury",35938,13353,0.121975586150916,"Positive"
"2285","2011","1908560","Bristow",38750,20156,0.215686274509804,"Positive"
"2286","2011","1911305","Cascade",57455,9186,-0.00753139520823617,"Negative"
"2287","2011","1958980","Olin",36250,10732,0.111485864965966,"Positive"
"2288","2011","1976935","Tabor",56118,12915,0.0916624518538692,"Positive"
"2289","2011","1911215","Carter Lake",47333,7461,0.0208557995082604,"Positive"
"2290","2011","1900775","Akron",47188,4792,0.140660881336266,"Positive"
"2291","2011","1916950","Craig",28750,63887,-0.502707003615104,"Negative"
"2292","2011","1975945","Struble",58750,21914,0.446153846153846,"Positive"
"2293","2011","1902350","Anthon",36125,5661,0.0321428571428571,"Positive"
"2294","2011","1908650","Bronson",56250,21795,0.03054064452302,"Positive"
"2295","2011","1972345","Sheldahl",43750,15652,0.071437317855656,"Positive"
"2296","2011","1964740","Princeton",56806,7611,0.0568558139534884,"Positive"
"2297","2011","1943050","La Motte",54750,19950,0.0579710144927536,"Positive"
"2298","2011","1949215","Maquoketa",31675,4553,0.0568902235568902,"Positive"
"2299","2011","1964605","Preston",51442,4938,-0.0162548764629389,"Negative"
"2300","2011","1969510","Sabula",37500,11358,0.212101622600039,"Positive"
"2301","2011","1987690","Zwingle",36625,4455,0.0280701754385965,"Positive"
"2302","2011","1956370","New Market",36250,8501,0.0633304977853392,"Positive"
"2303","2011","1953895","Moorland",29063,5939,-0.154530909090909,"Negative"
"2304","2011","1981075","Vincent",48929,12805,-0.0452878048780488,"Negative"
"2305","2011","1949395","Marengo",47796,5338,-0.0357683229437753,"Negative"
"2306","2011","1904105","Ayrshire",23750,9451,0.0410730723710165,"Positive"
"2307","2011","1948585","Mallard",31339,5169,-0.00935672514619883,"Negative"
"2308","2011","1901855","Ames",42062,1598,0.0431784925969098,"Positive"
"2309","2011","1969780","St. Anthony",47500,12852,-0.0339048548823398,"Negative"
"2310","2011","1921540","Dixon",40781,6297,0.0116091583360206,"Positive"
"2311","2011","1956280","New Liberty",68000,21636,0.265116279069767,"Positive"
"2312","2011","1911530","Castana",34375,5682,0.178557959337608,"Positive"
"2313","2011","1950970","Melrose",44583,25305,-0.0514255319148936,"Negative"
"2314","2011","1914025","Clear Lake",51640,5248,0.0930951272173066,"Positive"
"2315","2011","1951420","Meservey",28750,7487,-0.0573770491803279,"Negative"
"2316","2011","1905635","Bellevue",40405,7239,-0.0390743911719939,"Negative"
"2317","2011","1969960","St. Donatus",45714,11317,0.0971272229822161,"Positive"
"2318","2011","1912720","Chariton",28398,5989,-0.0103847226094229,"Negative"
"2319","2011","1951060","Melvin",30000,2025,0.0270103728047653,"Positive"
"2320","2011","1937290","Hospers",42837,5544,-0.0341149943630214,"Negative"
"2321","2011","1959475","Orange City",53750,6765,0.0514887123909386,"Positive"
"2322","2011","1968205","Rock Valley",42823,8838,0.00869176049371084,"Positive"
"2323","2011","1958080","Oakland",48984,6817,0.0048,"Positive"
"2324","2011","1956460","New Sharon",52500,4046,0.102038245974937,"Positive"
"2325","2011","1947460","Luxemburg",55000,17721,-0.0537634408602151,"Negative"
"2326","2011","1926850","Farmersburg",46875,8930,0.0135135135135135,"Positive"
"2327","2011","1903745","Aurelia",49821,5113,0.0241540928339432,"Positive"
"2328","2011","1967350","Riverdale",69615,11869,0.246843264735909,"Positive"
"2329","2011","1949170","Mapleton",39539,5373,0.0938693078072262,"Positive"
"2330","2011","1919630","Delaware",38438,8751,0.00820983606557377,"Positive"
"2331","2011","1961770","Parnell",33750,17562,-0.0299494136583123,"Negative"
"2332","2011","1917895","Curlew",22188,8977,-0.141098594820578,"Negative"
"2333","2011","1917985","Cylinder",60938,42940,0.250010256410256,"Positive"
"2334","2011","1905905","Benton",39583,38871,0.439381818181818,"Positive"
"2335","2011","1919810","Delphos",31875,37005,-0.429101069260115,"Negative"
"2336","2011","1940395","Kelley",58500,17502,0.0263157894736842,"Positive"
"2337","2011","1947775","McCallsburg",51250,13754,0.0512820512820513,"Positive"
"2338","2011","1973515","Slater",66806,14261,0.0463615574977289,"Positive"
"2339","2011","1975675","Story City",46055,9730,-0.0566752693457867,"Negative"
"2340","2011","1930900","Gilman",46932,6228,0.07425379967039,"Positive"
"2341","2011","1975135","State Center",52578,6756,0.0351018801063097,"Positive"
"2342","2011","1921720","Donahue",54250,41627,-0.00800906963136337,"Negative"
"2343","2011","1925500","Emerson",44583,9308,0.00941879683926914,"Positive"
"2344","2011","1949845","Martelle",50625,18411,0.278958138594851,"Positive"
"2345","2011","1959250","Onslow",42500,11380,0,"Negative"
"2346","2011","1945975","Livermore",31875,5764,0.02,"Positive"
"2347","2011","1931890","Grafton",41250,12326,0.0879025239338555,"Positive"
"2348","2011","1935310","Hawkeye",44375,6398,0.0757575757575758,"Positive"
"2349","2011","1958620","Oelwein",37277,2097,0.0466069573518264,"Positive"
"2350","2011","1984180","Westgate",48462,6589,0.104194672924879,"Positive"
"2351","2011","1958170","Oakland Acres",84375,7216,0.0465116279069767,"Positive"
"2352","2011","1964470","Prairie City",49792,7633,-0.0459109373802407,"Negative"
"2353","2011","1959925","Oskaloosa",37194,4139,-0.0188609565010947,"Negative"
"2354","2011","1952590","Minden",54886,18369,0.0211348837209302,"Positive"
"2355","2011","1972300","Shelby",45114,9128,-0.0502315789473684,"Negative"
"2356","2011","1944310","Leighton",45417,12106,0.0283016731949193,"Positive"
"2357","2011","1912990","Chelsea",48281,8690,0.130490774562143,"Positive"
"2358","2011","1953670","Montour",53625,7312,-0.06941431670282,"Negative"
"2359","2011","1934500","Harlan",44514,4866,0.132297204487065,"Positive"
"2360","2011","1903970","Avoca",52167,7909,0.0381492537313433,"Positive"
"2361","2011","1917175","Crescent",81667,5281,0.0382146171546255,"Positive"
"2362","2011","1904555","Barnes City",28750,22492,-0.152067480681885,"Negative"
"2363","2011","1922935","Durango",79688,14649,0.0349090909090909,"Positive"
"2364","2011","1926760","Farley",62829,7874,0.0334566987416728,"Positive"
"2365","2011","1962130","Peosta",74375,6724,-0.0485115202067369,"Negative"
"2366","2011","1944355","Leland",40750,12280,-0.110902624746362,"Negative"
"2367","2011","1977745","Thompson",28625,8967,0.0520802705086739,"Positive"
"2368","2011","1928425","Fort Atkinson",40556,5401,0.0466064516129032,"Positive"
"2369","2011","1939135","Jackson Junction",44861,22639,-0.282224,"Negative"
"2370","2011","1937470","Hudson",75521,14666,0.0489027777777778,"Positive"
"2371","2011","1943365","La Porte City",49022,8212,0.00640525559433381,"Positive"
"2372","2011","1982425","Waterloo",40238,1277,-0.00688599846977812,"Negative"
"2373","2011","1975855","Strawberry Point",34464,5004,-0.0153142857142857,"Negative"
"2374","2011","1903160","Asbury",82813,7275,0.086072131147541,"Positive"
"2375","2011","1925725","Epworth",63009,5473,0.0681664067267919,"Positive"
"2376","2011","1972660","Sherrill",53125,24484,0.266569711996948,"Positive"
"2377","2011","1903520","Atlantic",36233,3680,-0.0541168485354775,"Negative"
"2378","2011","1917760","Cumberland",33500,12981,-0.0342481549815498,"Negative"
"2379","2011","1950250","Massena",41250,8582,0.03125,"Positive"
"2380","2011","1921045","De Soto",51667,8693,-0.0833333333333333,"Negative"
"2381","2011","1952545","Minburn",43472,7198,-0.210977203426746,"Negative"
