"","Year","GEOID","NAME","Total Workforce","Total Workforce moe","Workforce Commuting","Workforce Commuting moe","Percent Workforce Commuting","moe"
"3923","2012","1904375","Balltown",23,12,23,12,1,0.737850554281615
"3924","2012","1968250","Rockwell",440,72,330,65,0.75,0.192055540348391
"3925","2012","1924060","Edgewood",418,84,212,51,0.507177033492823,0.158978529966216
"3926","2012","1985935","Williamson",60,28,44,23,0.733333333333333,0.513868167750407
"3927","2012","1907345","Bonaparte",202,54,102,30,0.504950495049505,0.200694016123287
"3928","2012","1959115","Onawa",1171,123,507,88,0.432963279248506,0.0878388739445359
"3929","2012","1976620","Swaledale",82,29,71,29,0.865853658536585,0.467806507550603
"3930","2012","1965505","Ralston",84,47,46,16,0.547619047619048,0.360784911065998
"3931","2012","1971310","Scranton",242,56,149,42,0.615702479338843,0.224545044175441
"3932","2012","1909100","Buckeye",39,20,37,20,0.948717948717949,0.706886524955456
"3933","2012","1946290","Lone Rock",68,24,61,23,0.897058823529412,0.463297281318146
"3934","2012","1915960","Conway",9,8,9,8,1,1.25707872210942
"3935","2012","1941610","Kiron",146,40,113,41,0.773972602739726,0.351887769109048
"3936","2012","1984630","Westside",170,36,125,34,0.735294117647059,0.253466761845888
"3937","2012","1972210","Sheffield",443,98,210,52,0.474040632054176,0.157402207570955
"3938","2012","1916230","Coralville",10129,477,7428,450,0.733339915095271,0.0562707940642011
"3939","2012","1978060","Tiffin",1069,165,978,160,0.914873713751169,0.205772511279621
"3940","2012","1979770","University Heights",728,160,709,161,0.973901098901099,0.307772549422516
"3941","2012","1942015","Knoxville",3284,211,1392,174,0.423873325213155,0.0595737030377513
"3942","2012","1963750","Pleasantville",796,126,557,109,0.699748743718593,0.176124454544872
"3943","2012","1915825","Conrad",481,74,341,72,0.708939708939709,0.185208784604329
"3944","2012","1983325","Wellsburg",426,75,301,61,0.706572769953052,0.189680274082891
"3945","2012","1952860","Missouri Valley",1387,131,825,143,0.594808940158616,0.11741256401927
"3946","2012","1986835","Woodbine",801,120,428,87,0.534332084893883,0.134925957476579
"3947","2012","1933960","Hampton",2144,198,987,180,0.46035447761194,0.0941059327423058
"3948","2012","1934365","Hansell",58,23,55,24,0.948275862068966,0.559134273675189
"3949","2012","1936345","Hills",359,114,295,100,0.821727019498607,0.381680228432095
"3950","2012","1962040","Pella",5163,256,1058,164,0.204919620375751,0.0333499748185693
"3951","2012","1964875","Promise City",88,45,77,44,0.875,0.670973472616898
"3952","2012","1948990","Manson",885,125,493,117,0.557062146892655,0.153845542237087
"3953","2012","1979140","Truro",181,78,135,59,0.74585635359116,0.457782052062508
"3954","2012","1941115","Keystone",315,54,258,48,0.819047619047619,0.207206194309106
"3955","2012","1947505","Luzerne",61,28,48,30,0.786885245901639,0.610189325219951
"3956","2012","1972480","Shellsburg",490,106,433,102,0.883673469387755,0.282621409871668
"3957","2012","1959565","Orient",154,40,133,36,0.863636363636364,0.323985528912192
"3958","2012","1928965","Fredericksburg",427,77,268,64,0.627634660421546,0.187815340158085
"3959","2012","1943815","Lawler",192,52,144,42,0.75,0.298515205852231
"3960","2012","1955335","Nashua",768,105,593,96,0.772135416666667,0.16361250366085
"3961","2012","1957495","North Washington",68,30,65,27,0.955882352941177,0.579221371637082
"3962","2012","1903025","Arnolds Park",462,121,305,87,0.66017316017316,0.255649299824394
"3963","2012","1974415","Spirit Lake",2596,206,915,208,0.352465331278891,0.0848646570021531
"3964","2012","1904645","Barnum",85,26,76,22,0.894117647058824,0.376548841856878
"3965","2012","1975180","Steamboat Rock",182,83,135,48,0.741758241758242,0.428936314005208
"3966","2012","1979545","Union",213,47,169,40,0.793427230046948,0.256744618709898
"3967","2012","1942825","Lakota",135,36,112,31,0.82962962962963,0.318864392553146
"3968","2012","1944130","Ledyard",69,32,53,28,0.768115942028985,0.539971712097302
"3969","2012","1976755","Swea City",299,56,190,46,0.635451505016722,0.194507196496368
"3970","2012","1950880","Melbourne",454,66,418,62,0.920704845814978,0.191218987283953
"3971","2012","1925860","Estherville",3079,191,1023,156,0.332250730756739,0.0546975155027695
"3972","2012","1933240","Gruver",30,16,19,11,0.633333333333333,0.498536128685713
"3973","2012","1942330","Ladora",82,32,79,32,0.963414634146341,0.541886752694436
"3974","2012","1985845","Williamsburg",1541,151,952,140,0.617780661907852,0.109170789909169
"3975","2012","1983685","West Burlington",1457,177,889,194,0.61015785861359,0.152391922850764
"3976","2012","1921405","Dike",590,68,507,68,0.859322033898305,0.151962366929242
"3977","2012","1922890","Dunlap",562,87,360,64,0.640569395017794,0.151002330446455
"3978","2012","1945840","Little Sioux",89,36,82,27,0.921348314606742,0.480545917017903
"3979","2012","1953760","Montrose",420,97,360,88,0.857142857142857,0.288250004610643
"3980","2013","1941385","Kingsley",675,106,455,101,0.674074074074074,0.183287264742711
"3981","2013","1964425","Prairieburg",84,31,82,30,0.976190476190476,0.507285761195508
"3982","2013","1906625","Birmingham",230,56,196,48,0.852173913043478,0.294285986235143
"3983","2013","1952500","Milton",219,64,147,42,0.671232876712329,0.274332618949448
"3984","2013","1951375","Merrill",469,99,419,91,0.893390191897655,0.270575855010852
"3985","2013","1973605","Sloan",601,131,494,120,0.821963394342762,0.268265771038608
"3986","2013","1943905","Lawton",450,61,385,55,0.855555555555556,0.168489002072953
"3987","2013","1960240","Oto",60,30,53,29,0.883333333333333,0.654737012513846
"3988","2013","1981885","Walker",368,73,307,71,0.834239130434783,0.254184959884619
"3989","2013","1929280","Fruitland",703,107,687,108,0.97724039829303,0.213834401190513
"3990","2013","1975450","Stockton",117,47,116,46,0.991452991452991,0.559643127385793
"3991","2013","1922035","Douds CDP",16,12,16,12,1,1.06066017177982
"3992","2013","1968385","Rodney",22,14,20,13,0.909090909090909,0.826952324410478
"3993","2013","1961725","Park View CDP",1360,234,1237,241,0.909558823529412,0.236417914195853
"3994","2013","1934770","Hartwick",40,20,36,19,0.9,0.65431261641512
"3995","2013","1953850","Moorhead",94,33,64,24,0.680851063829787,0.349742006761138
"3996","2013","1946830","Lovilia",165,47,147,45,0.890909090909091,0.372533839398535
"3997","2013","1963885","Plymouth",220,50,203,48,0.922727272727273,0.302625018547652
"3998","2013","1954930","Moville",787,107,561,80,0.712833545108005,0.140448856729926
"3999","2013","1926895","Farmington",327,91,217,61,0.663608562691132,0.26249429854466
"4000","2013","1940935","Keosauqua",469,81,173,50,0.368869936034115,0.124194206492057
"4001","2013","1960780","Oyens",50,30,45,29,0.9,0.792464510246358
"4002","2013","1971625","Sergeant Bluff",2166,210,1737,238,0.801939058171745,0.134605791838287
"4003","2013","1936480","Hinton",423,74,368,65,0.869976359338062,0.216277292471345
"4004","2013","1973650","Smithland",82,32,73,32,0.890243902439024,0.522480217849715
"4005","2013","1915645","Conesville",219,76,200,75,0.91324200913242,0.466608744289855
"4006","2013","1945615","Lisbon",954,173,756,156,0.792452830188679,0.217693606285105
"4007","2013","1966450","Renwick",141,35,67,21,0.475177304964539,0.189985823302229
"4008","2013","1969375","Rutland",48,16,45,16,0.9375,0.456910670822111
"4009","2013","1977790","Thor",95,32,75,28,0.789473684210526,0.396972915312746
"4010","2013","1953625","Monticello",1959,162,902,150,0.460438999489535,0.0855143644100921
"4011","2013","1939855","Joice",138,33,116,31,0.840579710144927,0.301440509668913
"4012","2013","1970050","St. Lucas",73,25,61,20,0.835616438356164,0.396174536625022
"4013","2013","1984765","West Union",1303,116,527,85,0.404451266308519,0.0745113805717127
"4014","2013","1904915","Baxter",422,113,318,89,0.753554502369668,0.291881234888628
"4015","2013","1922305","Dows",243,69,175,66,0.720164609053498,0.339979245474663
"4016","2013","1932790","Greenfield",1060,111,494,97,0.466037735849057,0.103709295784087
"4017","2013","1975810","Stratford",305,54,188,42,0.616393442622951,0.175705514385162
"4018","2013","1914835","Coalville CDP",362,104,330,108,0.911602209944751,0.396986383716921
"4019","2013","1926940","Farnhamville",153,43,126,44,0.823529411764706,0.369150481840076
"4020","2013","1909955","Callender",170,36,152,36,0.894117647058824,0.284068470433531
"4021","2013","1934410","Harcourt",123,25,101,27,0.821138211382114,0.275754509840297
"4022","2013","1960105","Otho",301,62,284,61,0.943521594684385,0.28078604602105
"4023","2013","1937425","Hubbard",400,63,241,55,0.6025,0.167066076116794
"4024","2013","1961815","Paton",124,41,99,37,0.798387096774194,0.398399038979032
"4025","2013","1967215","Rippey",116,34,101,34,0.870689655172414,0.388635772683852
"4026","2013","1924465","Eldora",1110,129,478,129,0.430630630630631,0.126533937343705
"4027","2013","1904420","Bancroft",335,61,200,47,0.597014925373134,0.177486829167094
"4028","2013","1923160","Dysart",762,132,495,93,0.649606299212598,0.166007774948088
"4029","2013","1945255","Lincoln",71,25,66,24,0.929577464788732,0.470530352492719
"4030","2013","1932115","Grandview",248,66,243,65,0.979838709677419,0.369719266952985
"4031","2013","1982200","Wapello",633,85,332,72,0.524486571879937,0.133783088171489
"4032","2013","1964650","Primghar",456,89,243,65,0.532894736842105,0.176455117513744
"4033","2013","1929955","Garner",1547,120,687,124,0.444085326438268,0.0872437655730906
"4034","2013","1919855","Delta",117,37,106,31,0.905982905982906,0.39024204148054
"4035","2013","1913530","Clarence",421,83,263,56,0.624703087885986,0.18127825713887
"4036","2013","1919360","Decatur City",83,31,58,24,0.698795180722892,0.389525810767264
"4037","2013","1983190","Weldon",69,31,66,31,0.956521739130435,0.621712343223725
"4038","2013","1957945","Numa",28,17,28,17,1,0.858629662869379
"4039","2013","1905185","Beaver",26,18,26,18,1,0.979070927796758
"4040","2013","1928920","Fraser",61,30,60,30,0.983606557377049,0.689837482417594
"4041","2013","1961905","Paullina",430,72,289,67,0.672093023255814,0.19220419697235
"4042","2013","1970410","Sanborn",496,84,286,61,0.576612903225806,0.157038153953678
"4043","2013","1941565","Kirkville",81,34,79,34,0.975308641975309,0.586337661682466
"4044","2013","1904330","Baldwin",35,19,34,19,0.971428571428571,0.756828032902404
"4045","2013","1956055","Newhall",374,65,324,59,0.866310160427808,0.218071597267564
"4046","2013","1952455","Milo",426,81,351,71,0.823943661971831,0.228739607073433
"4047","2013","1934680","Hartford",338,65,320,62,0.946745562130177,0.258448205687212
"4048","2013","1942555","Lake Mills",914,98,441,91,0.482494529540481,0.112200821200685
"4049","2013","1905590","Belle Plaine",1193,152,663,134,0.555741827326069,0.132777393567706
"4050","2013","1906805","Blairstown",386,101,336,95,0.870466321243523,0.335333811390126
"4051","2013","1909910","California Junction CDP",71,65,71,65,1,1.29470255710213
"4052","2013","1908020","Bradford CDP",46,32,40,31,0.869565217391304,0.905583164237097
"4053","2013","1912675","Chapin CDP",107,99,107,99,1,1.30847796892464
"4054","2013","1914385","Climbing Hill CDP",73,47,66,41,0.904109589041096,0.808876892253449
"4055","2013","1915870","Conroy CDP",171,76,144,70,0.842105263157895,0.554662255035292
"4056","2013","1916320","Corley CDP",8,11,8,11,1,1.94454364826301
"4057","2013","1919990","Denmark CDP",200,57,180,59,0.9,0.390918469760639
"4058","2013","1921320","Diamondhead Lake CDP",141,60,127,56,0.900709219858156,0.551944291257392
"4059","2013","1922710","Duncan CDP",34,27,25,27,0.735294117647059,0.985684414951987
"4060","2013","1923520","East Amana CDP",13,20,13,20,1,2.17571317288168
"4061","2013","1929325","Frytown CDP",51,79,51,79,1,2.19064453779362
"4062","2013","1929730","Garden City CDP",27,30,27,30,1,1.57134840263677
"4063","2013","1932925","Green Mountain CDP",67,36,53,33,0.791044776119403,0.650577545877068
"4064","2013","1935490","Hayfield CDP",15,24,15,24,1,2.26274169979695
"4065","2013","1936030","High Amana CDP",108,42,99,43,0.916666666666667,0.534416499102555
"4066","2013","1936660","Holiday Lake CDP",232,73,207,62,0.892241379310345,0.387604952611853
"4067","2013","1936975","Homestead CDP",69,46,69,46,1,0.942809041582063
"4068","2013","1937875","Hutchins CDP",10,12,10,12,1,1.69705627484771
"4069","2013","1938955","Irvington CDP",9,12,9,12,1,1.88561808316413
"4070","2013","1939180","Jacksonville CDP",15,19,15,19,1,1.79133717900592
"4071","2013","1940710","Kent CDP",0,10,0,10,NA,NA
"4072","2013","1948500","Maharishi Vedic City",100,27,56,24,0.56,0.283657257971658
"4073","2013","1908065","Bradgate",50,35,46,36,0.92,0.965989647977658
"4074","2013","1937560","Humboldt",2003,133,830,118,0.414378432351473,0.0650203799533441
"4075","2013","1901990","Anamosa",1865,181,1114,189,0.597319034852547,0.116749550462107
"4076","2013","1934995","Hastings",78,26,72,22,0.923076923076923,0.417405656310249
"4077","2013","1935715","Henderson",73,20,69,18,0.945205479452055,0.357575014563986
"4078","2013","1948900","Manly",608,116,495,103,0.814144736842105,0.229840205519832
"4079","2013","1957630","Northwood",1108,141,609,113,0.549638989169675,0.12366633380301
"4080","2013","1902845","Arlington",249,45,183,38,0.734939759036145,0.202314645509914
"4081","2013","1914250","Clermont",295,57,250,52,0.847457627118644,0.240591562726341
"4082","2013","1950610","Maynard",226,49,168,40,0.743362831858407,0.239378670587716
"4083","2013","1915060","Colfax",884,175,688,114,0.778280542986425,0.20091909640226
"4084","2013","1942870","Lambs Grove",111,55,109,54,0.981981981981982,0.688053179866515
"4085","2013","1947595","Lynnville",278,83,245,82,0.881294964028777,0.395267180068914
"4086","2013","1980175","Valeria",30,16,30,16,1,0.754247233265651
"4087","2013","1943725","Laurens",584,75,163,37,0.279109589041096,0.0727931011354749
"4088","2013","1905770","Bennett",235,57,202,52,0.859574468085106,0.304027082876408
"4089","2013","1928515","Fort Dodge",10761,425,1912,269,0.177678654400149,0.025963949762164
"4090","2013","1931710","Gowrie",491,96,323,82,0.657841140529532,0.210794491850832
"4091","2013","1955695","Nevada",3466,240,2285,229,0.659261396422389,0.0803070088443245
"4092","2013","1925005","Ellston",8,10,7,9,0.875,1.56904877632915
"4093","2013","1928740","Franklin",64,30,56,29,0.875,0.611187708514383
"4094","2013","1904195","Badger",192,45,183,44,0.953125,0.320031029484935
"4095","2013","1915240","Colo",389,59,333,55,0.856041131105398,0.191958723572802
"4096","2013","1930630","Gilbert",688,116,605,109,0.879360465116279,0.216984862850959
"4097","2013","1927255","Ferguson",38,17,36,17,0.947368421052632,0.616250109643049
"4098","2013","1945660","Liscomb",143,44,136,40,0.951048951048951,0.404816023758801
"4099","2013","1948045","McIntire",27,22,16,19,0.592592592592593,0.853431976282464
"4100","2013","1907390","Bondurant",1929,212,1595,226,0.826853291861068,0.148270236642709
"4101","2013","1902935","Armstrong",417,73,269,53,0.645083932853717,0.170019993854724
"4102","2013","1916590","Corwith",130,39,91,29,0.7,0.306371202317495
"4103","2013","1940260","Kanawha",276,52,184,44,0.666666666666667,0.202956053503382
"4104","2013","1941655","Klemme",262,79,210,66,0.801526717557252,0.34909582398118
"4105","2013","1956595","New Virginia",242,62,229,62,0.946280991735537,0.352721739910919
"4106","2013","1937605","Humeston",203,56,182,56,0.896551724137931,0.370498779436869
"4107","2013","1962985","Pioneer",7,5,7,5,1,1.01015254455221
"4108","2013","1905905","Benton",33,21,31,21,0.939393939393939,0.873108759875509
"4109","2013","1919810","Delphos",10,8,9,8,0.9,1.0762899237659
"4110","2013","1940395","Kelley",167,46,159,41,0.952095808383233,0.359237785889663
"4111","2013","1947775","McCallsburg",194,39,167,38,0.860824742268041,0.261370718410664
"4112","2013","1973515","Slater",894,147,791,137,0.884787472035794,0.211304559681293
"4113","2013","1975675","Story City",1739,211,1147,206,0.659574468085106,0.142958483665227
"4114","2013","1971940","Shannon City",36,23,33,24,0.916666666666667,0.887371510627764
"4115","2013","1950520","Maxwell",541,75,509,72,0.940850277264325,0.186345516659162
"4116","2013","1900955","Albion",197,45,183,44,0.928934010152284,0.308076655228965
"4117","2013","1982470","Waterville",75,25,66,24,0.88,0.434101882562659
"4118","2013","1918435","Danville",435,90,351,90,0.806896551724138,0.265850560211198
"4119","2013","1950790","Mediapolis",597,100,407,71,0.681742043551089,0.164876560643176
"4120","2013","1984090","Westfield",65,24,61,23,0.938461538461538,0.495252967238025
"4121","2013","1918390","Danbury",196,38,128,37,0.653061224489796,0.227304367927074
"4122","2013","1908560","Bristow",74,31,62,28,0.837837837837838,0.516102174514754
"4123","2013","1911305","Cascade",1086,163,648,112,0.596685082872928,0.136588928211217
"4124","2013","1958980","Olin",322,75,238,60,0.739130434782609,0.253691071546382
"4125","2013","1976935","Tabor",517,86,364,76,0.704061895551257,0.187951816052713
"4126","2013","1911215","Carter Lake",1837,216,1724,220,0.938486663037561,0.162848749366525
"4127","2013","1900775","Akron",640,104,334,62,0.521875,0.128750148143498
"4128","2013","1916950","Craig",29,18,29,18,1,0.877787728369507
"4129","2013","1975945","Struble",50,20,50,20,1,0.565685424949238
"4130","2013","1902350","Anthon",325,57,217,46,0.667692307692308,0.183701494285801
"4131","2013","1908650","Bronson",176,45,173,45,0.982954545454545,0.358520218071298
"4132","2013","1972345","Sheldahl",162,54,159,53,0.981481481481482,0.46267480744305
"4133","2013","1964740","Princeton",408,79,359,77,0.879901960784314,0.254252490633596
"4134","2013","1943050","La Motte",112,29,95,27,0.848214285714286,0.326115646211456
"4135","2013","1949215","Maquoketa",2726,219,991,170,0.363536316947909,0.0688624731586348
"4136","2013","1964605","Preston",471,71,358,62,0.760084925690021,0.174515737012359
"4137","2013","1969510","Sabula",232,66,189,60,0.814655172413793,0.347268201437422
"4138","2013","1987690","Zwingle",58,28,56,27,0.96551724137931,0.65876132683928
"4139","2013","1956370","New Market",190,33,158,29,0.831578947368421,0.210135765457701
"4140","2013","1953895","Moorland",86,28,69,24,0.802325581395349,0.382252555096482
"4141","2013","1981075","Vincent",75,31,68,33,0.906666666666667,0.577963430002066
"4142","2013","1949395","Marengo",1271,91,742,97,0.583792289535799,0.0870142405079149
"4143","2013","1904105","Ayrshire",73,29,65,24,0.89041095890411,0.482917308950117
"4144","2013","1948585","Mallard",177,42,135,39,0.76271186440678,0.28513842985387
"4145","2013","1901855","Ames",32192,807,7991,705,0.248229373757455,0.0227667618186403
"4146","2013","1969780","St. Anthony",52,24,51,24,0.980769230769231,0.646468321939532
"4147","2013","1921540","Dixon",100,31,98,31,0.98,0.434044283455041
"4148","2013","1956280","New Liberty",49,20,41,21,0.836734693877551,0.54800762875399
"4149","2013","1911530","Castana",48,20,41,18,0.854166666666667,0.517002695573184
"4150","2013","1950970","Melrose",47,30,40,26,0.851063829787234,0.775320631446052
"4151","2013","1914025","Clear Lake",3929,282,2189,232,0.557139221175872,0.0713142834502264
"4152","2013","1951420","Meservey",131,35,102,30,0.778625954198473,0.309387957958204
"4153","2013","1905635","Bellevue",1074,173,621,139,0.578212290502793,0.159452238558619
"4154","2013","1969960","St. Donatus",46,25,38,23,0.826086956521739,0.67198612573676
"4155","2013","1912720","Chariton",1653,157,522,83,0.315789473684211,0.058487753557538
"4156","2013","1951060","Melvin",130,39,85,29,0.653846153846154,0.297051586379225
"4157","2013","1937290","Hospers",347,63,223,61,0.642651296829971,0.210989581989718
"4158","2013","1959475","Orange City",3508,187,865,170,0.246579247434436,0.0502116438822707
"4159","2013","1968205","Rock Valley",1801,216,601,148,0.333703498056635,0.091404396678582
"4160","2013","1958080","Oakland",795,151,553,99,0.69559748427673,0.181556967877147
"4161","2013","1956460","New Sharon",714,131,593,119,0.830532212885154,0.225826510543294
"4162","2013","1947460","Luxemburg",138,79,127,77,0.920289855072464,0.767387932882419
"4163","2013","1926850","Farmersburg",134,31,123,30,0.917910447761194,0.308571014085465
"4164","2013","1903745","Aurelia",483,80,386,73,0.799171842650104,0.200908439036094
"4165","2013","1949350","Marcus",583,91,353,73,0.60548885077187,0.15687841954699
"4166","2013","1936840","Holstein",720,82,297,46,0.4125,0.0793021577521774
"4167","2013","1942645","Lakeside",353,82,341,82,0.96600566572238,0.322978659296443
"4168","2013","1955965","Newell",482,69,336,65,0.697095435684647,0.167762292917637
"4169","2013","1966360","Rembrandt",65,30,51,25,0.784615384615385,0.528268170108455
"4170","2013","1930900","Gilman",341,85,316,84,0.926686217008798,0.33769508915355
"4171","2013","1975135","State Center",656,104,508,90,0.774390243902439,0.184105334727067
"4172","2013","1921720","Donahue",197,68,159,51,0.807106598984772,0.380310144359003
"4173","2013","1925500","Emerson",237,65,194,59,0.818565400843882,0.335222929080527
"4174","2013","1949845","Martelle",124,36,115,34,0.92741935483871,0.384289064043026
"4175","2013","1959250","Onslow",99,30,78,27,0.787878787878788,0.362466930747007
"4176","2013","1945975","Livermore",229,59,204,56,0.890829694323144,0.335376962504321
"4177","2013","1931890","Grafton",164,50,131,41,0.798780487804878,0.349008840757221
"4178","2013","1935310","Hawkeye",196,47,170,47,0.86734693877551,0.317427731990898
"4179","2013","1958620","Oelwein",2869,256,1206,198,0.420355524573022,0.0785476980314642
"4180","2013","1984180","Westgate",121,41,99,35,0.818181818181818,0.400660059242587
"4181","2013","1958170","Oakland Acres",77,25,74,23,0.961038961038961,0.431951923024406
"4182","2013","1964470","Prairie City",738,109,623,107,0.844173441734417,0.191223777144833
"4183","2013","1959925","Oskaloosa",5441,313,2053,262,0.37732034552472,0.05281898212853
"4184","2013","1952590","Minden",345,54,301,52,0.872463768115942,0.203387379386105
"4185","2013","1972300","Shelby",282,54,235,53,0.833333333333333,0.246549550294591
"4186","2013","1944310","Leighton",87,29,78,28,0.896551724137931,0.439194785621674
"4187","2013","1912990","Chelsea",75,31,68,28,0.906666666666667,0.52897968221618
"4188","2013","1953670","Montour",160,48,140,47,0.875,0.393948362732986
"4189","2013","1934500","Harlan",2573,197,882,174,0.342790516906335,0.0725397416635412
"4190","2013","1903970","Avoca",676,88,419,62,0.619822485207101,0.122156474792182
"4191","2013","1917175","Crescent",308,61,290,58,0.941558441558442,0.265019138606922
"4192","2013","1904555","Barnes City",91,37,70,32,0.769230769230769,0.470614473131341
"4193","2013","1922935","Durango",4,6,4,6,1,2.12132034355964
"4194","2013","1926760","Farley",803,160,562,87,0.699875466998755,0.176593491584507
"4195","2013","1962130","Peosta",852,110,705,109,0.827464788732394,0.166674293603024
"4196","2013","1944355","Leland",159,42,144,41,0.905660377358491,0.351744388568667
"4197","2013","1977745","Thompson",269,72,165,63,0.613382899628253,0.286014023427359
"4198","2013","1928425","Fort Atkinson",153,48,138,45,0.901960784313726,0.408137390856212
"4199","2013","1939135","Jackson Junction",62,37,46,34,0.741935483870968,0.704820449122828
"4200","2013","1937470","Hudson",1260,160,1036,139,0.822222222222222,0.151892123086215
"4201","2013","1943365","La Porte City",1192,125,1008,123,0.845637583892617,0.136057385220206
"4202","2013","1982425","Waterloo",31366,710,9448,565,0.30121787923229,0.0192604018815122
"4203","2013","1975855","Strawberry Point",545,94,362,74,0.664220183486239,0.177653543810666
"4204","2013","1903160","Asbury",2433,167,2243,182,0.921907110563091,0.0979796944220434
"4205","2013","1925725","Epworth",1137,129,993,121,0.87335092348285,0.145408380448424
"4206","2013","1972660","Sherrill",64,27,59,27,0.921875,0.573789319205774
"4207","2013","1903520","Atlantic",3397,202,697,139,0.205181042095967,0.0426987462942067
"4208","2013","1917760","Cumberland",137,42,109,38,0.795620437956204,0.369362752901485
"4209","2013","1950250","Massena",180,32,135,28,0.75,0.20487876571762
"4210","2013","1921045","De Soto",578,104,449,86,0.77681660899654,0.20414382408898
"4211","2013","1952545","Minburn",191,55,151,41,0.790575916230366,0.312897036831346
"4212","2013","1922395","Dubuque",29587,590,5132,386,0.173454557744956,0.013497003068068
"4213","2013","1939585","Jesup",1311,110,981,108,0.748283752860412,0.103578016281171
"4214","2013","1928650","Fostoria",40,19,35,17,0.875,0.594448602172635
"4215","2013","1974280","Spencer",5677,306,1094,223,0.192707415888674,0.0406314718890152
"4216","2013","1953985","Moravia",302,57,248,46,0.821192052980132,0.217309984796578
"4217","2013","1939405","Janesville",502,83,395,77,0.786852589641434,0.201128492524821
"4218","2013","1979905","Urbana",774,121,648,110,0.837209302325581,0.193203916507482
"4219","2013","1980400","Van Horne",371,91,259,74,0.69811320754717,0.26288056282496
"4220","2013","1981210","Vinton",2125,271,881,168,0.414588235294118,0.0951092343154915
"4221","2013","1986880","Woodburn",110,43,106,42,0.963636363636364,0.53636149702231
"4222","2013","1931530","Goldfield",343,58,241,50,0.702623906705539,0.188057737186904
"4223","2013","1902485","Arcadia",286,69,214,55,0.748251748251748,0.263762279838955
"4224","2013","1931395","Glidden",726,101,608,93,0.837465564738292,0.173156749995996
"4225","2013","1948945","Manning",749,86,325,63,0.433911882510013,0.097760172422349
"4226","2013","1977340","Templeton",194,40,152,36,0.783505154639175,0.246033931382407
"4227","2013","1907030","Bloomfield",1142,112,501,88,0.438704028021016,0.088255746731449
"4228","2013","1940980","Keota",430,78,266,64,0.618604651162791,0.186397557047872
"4229","2013","1959070","Ollie",98,34,96,34,0.979591836734694,0.485664741147726
"4230","2013","1974055","South English",126,40,101,36,0.801587301587302,0.382607805574418
"4231","2013","1983055","Webster",60,23,59,23,0.983333333333333,0.537616553541625
"4232","2013","1954750","Mount Sterling CDP",12,10,8,8,0.666666666666667,0.867805519545184
"4233","2013","1941520","Kirkman",29,15,26,15,0.896551724137931,0.69468521144413
"4234","2013","1934005","Hancock",100,34,86,29,0.86,0.411822486030086
"4235","2013","1968700","Rose Hill",61,25,59,25,0.967213114754098,0.570173327311936
"4236","2013","1906085","Bernard",87,34,81,34,0.931034482758621,0.533963403653907
"4237","2013","1912630","Centralia",80,30,75,30,0.9375,0.514024504674874
"4238","2013","1966810","Rickardsville",97,27,74,23,0.762886597938144,0.31830054355763
"4239","2013","1987060","Worthington",238,46,189,41,0.794117647058823,0.23072537402346
"4240","2013","1920035","Denver",973,107,742,97,0.762589928057554,0.130273408992174
"4241","2013","1900505","Adel",1978,138,1295,165,0.654701718907988,0.0951045257863658
"4242","2013","1919135","Dawson",61,31,57,31,0.934426229508197,0.695534077298571
"4243","2013","1979500","Underwood",440,57,383,55,0.870454545454545,0.168346639673767
"4244","2013","1905050","Beacon",183,49,180,50,0.983606557377049,0.379493303660221
"4245","2013","1926400","Fairfax",1169,146,997,134,0.852865697177074,0.156478200430389
"4246","2013","1931035","Gladbrook",361,73,281,58,0.778393351800554,0.224920187649848
"4247","2013","1955560","Neola",438,69,363,68,0.828767123287671,0.202851233160626
"4248","2013","1919675","Delhi",245,57,160,47,0.653061224489796,0.244716349007024
"4249","2013","1909685","Burt",203,53,158,41,0.778325123152709,0.286505787586411
"4250","2013","1978735","Traer",829,104,509,75,0.613992762364294,0.118819338352888
"4251","2013","1974955","Stanley",40,17,30,12,0.75,0.437723157372328
"4252","2013","1927390","Fertile",157,36,148,35,0.942675159235669,0.310516762729889
"4253","2013","1926355","Fairbank",588,128,415,99,0.70578231292517,0.227931386579588
"4254","2013","1927165","Fayette",550,111,189,62,0.343636363636364,0.132352359597575
"4255","2013","1943410","Larchwood",438,73,339,62,0.773972602739726,0.191512233099353
"4256","2013","1980535","Varina",42,16,36,16,0.857142857142857,0.50174391604315
"4257","2013","1950700","Mechanicsville",566,100,503,90,0.8886925795053,0.22346677112508
"4258","2013","1944580","Le Roy",0,10,0,10,NA,NA
"4259","2013","1965595","Randall",100,36,80,31,0.8,0.423135911971556
"4260","2013","1916050","Coon Rapids",619,72,292,51,0.47172859450727,0.0989897643146063
"4261","2013","1981840","Walford",897,122,812,109,0.905239687848383,0.172988086268437
"4262","2013","1962760","Pierson",210,54,167,46,0.795238095238095,0.299663037502403
"4263","2013","1903385","Atalissa",203,64,189,64,0.931034482758621,0.430760392863656
"4264","2013","1908875","Brunsville",69,29,62,28,0.898550724637681,0.554339367822588
"4265","2013","1917940","Cushing",84,21,65,20,0.773809523809524,0.306778692382266
"4266","2013","1970320","Salix",162,38,154,38,0.950617283950617,0.323641930008257
"4267","2013","1960690","Oxford Junction",185,48,149,42,0.805405405405405,0.308560777272372
"4268","2013","1957720","Norway",338,78,291,78,0.86094674556213,0.304513033390059
