address,city,state,full_address,source,city_id,image_name,image_url,lon,lat,date,parcel_num,floors_num,bedrooms_num,bathrooms_num,basement,heating,cooling,yr_built,own_v_rent,age_tenants,tenants_num,type_property,sqft,curr_price,prev_price,county,clear_image,test_failed,rand_select,vegetation,vegetation_confidence,siding,siding_confidence,gutter,gutter_confidence,roof,roof_confidence,img_used
419 W CHESTNUT ST,Ogden,Iowa,"419 W CHESTNUT ST, Ogden, Iowa",,,,,-94.0329667,42.0452463,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,37.91,poor_siding,36.45,good_gutter,61.88,FALSE,0,G_OG_419 W CHESTNUT ST_
319 W ELM ST,Ogden,Iowa,"319 W ELM ST, Ogden, Iowa",,,,,-94.0317041,42.043308,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
514 NW 4TH ST,Ogden,Iowa,"514 NW 4TH ST, Ogden, Iowa",,,,,-94.0326276,42.0436559,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.59,poor_siding,36.93,good_gutter,68.73,FALSE,0,G_OG_514 NW 4TH ST_
401 W ELM ST,Ogden,Iowa,"401 W ELM ST, Ogden, Iowa",,,,,-94.0324481,42.043334,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.03,poor_siding,38.52,good_gutter,52.68,FALSE,0,G_OG_401 W ELM ST_
207 E ELM ST,Ogden,Iowa,"207 E ELM ST, Ogden, Iowa",,,,,-94.0262644,42.0432417,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.72,poor_siding,35.89,good_gutter,64.39,FALSE,0,G_OG_207 E ELM ST_
101 E SYCAMORE ST,Ogden,Iowa,"101 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0277405,42.0412208,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
119 E ELM ST,Ogden,Iowa,"119 E ELM ST, Ogden, Iowa",,,,,-94.027095,42.043292,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.18,poor_siding,39.9,poor/no_gutter,70.65,FALSE,0,G_OG_119 E ELM ST_
225 N 1ST ST,Ogden,Iowa,"225 N 1ST ST, Ogden, Iowa",,,,,-94.0277804,42.0408333,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.4,chipped_paint,35.87,good_gutter,70.37,FALSE,0,G_OG_225 N 1ST ST_
219 W CHERRY ST,Ogden,Iowa,"219 W CHERRY ST, Ogden, Iowa",,,,,-94.0305331,42.0442892,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.28,poor_siding,40.71,poor/no_gutter,67.87,FALSE,0,G_OG_219 W CHERRY ST_
213 N 1ST ST,Ogden,Iowa,"213 N 1ST ST, Ogden, Iowa",,,,,-94.0277804,42.0406016,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.12,chipped_paint,36.09,good_gutter,62.41,FALSE,0,G_OG_213 N 1ST ST_
202 W CHESTNUT ST,Ogden,Iowa,"202 W CHESTNUT ST, Ogden, Iowa",,,,,-94.0298349,42.0448349,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
619 NW 3RD ST,Ogden,Iowa,"619 NW 3RD ST, Ogden, Iowa",,,,,-94.0304533,42.0448325,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.24,poor_siding,35.3,good_gutter,52.85,FALSE,0,G_OG_619 NW 3RD ST_
514 NE 2ND ST,Ogden,Iowa,"514 NE 2ND ST, Ogden, Iowa",,,,,-94.0269426,42.0436041,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.34,poor_siding,37.58,good_gutter,62.52,FALSE,0,G_OG_514 NE 2ND ST_
220 NE 3RD ST,Ogden,Iowa,"220 NE 3RD ST, Ogden, Iowa",,,,,-94.0256661,42.0407528,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.36,poor_siding,39.21,good_gutter,52.84,FALSE,0,G_OG_220 NE 3RD ST_
208 NE 3RD ST,Ogden,Iowa,"208 NE 3RD ST, Ogden, Iowa",,,,,-94.0256262,42.0403681,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.55,poor_siding,38.29,good_gutter,61.19,FALSE,0,G_OG_208 NE 3RD ST_
213 W CHERRY ST,Ogden,Iowa,"213 W CHERRY ST, Ogden, Iowa",,,,,-94.030174,42.0442631,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
201 W CHERRY ST,Ogden,Iowa,"201 W CHERRY ST, Ogden, Iowa",,,,,-94.0298548,42.0442743,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.9,poor_siding,39.61,poor/no_gutter,67.31,FALSE,0,G_OG_201 W CHERRY ST_
319 W ELM ST,Ogden,Iowa,"319 W ELM ST, Ogden, Iowa",,,,,-94.0317041,42.043308,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
309 W CHERRY ST,Ogden,Iowa,"309 W CHERRY ST, Ogden, Iowa",,,,,-94.031303,42.044308,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.8,chipped_paint,35.77,good_gutter,70.15,FALSE,0,G_OG_309 W CHERRY ST_
313 W CHERRY ST,Ogden,Iowa,"313 W CHERRY ST, Ogden, Iowa",,,,,-94.031548,42.044307,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.03,chipped_paint,35.81,good_gutter,69.37,FALSE,0,G_OG_313 W CHERRY ST_
205 NE 4TH ST,Ogden,Iowa,"205 NE 4TH ST, Ogden, Iowa",,,,,-94.0236933,42.0401984,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.13,poor_siding,36.34,good_gutter,67.86,FALSE,0,G_OG_205 NE 4TH ST_
320 NE 2ND ST,Ogden,Iowa,"320 NE 2ND ST, Ogden, Iowa",,,,,-94.0269626,42.0416921,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
507 W SYCAMORE ST,Ogden,Iowa,"507 W SYCAMORE ST, Ogden, Iowa",,,,,-94.033645,42.0412456,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
426 NE 3RD ST,Ogden,Iowa,"426 NE 3RD ST, Ogden, Iowa",,,,,-94.0256661,42.0428765,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.28,poor_siding,38.86,poor/no_gutter,63.78,FALSE,0,G_OG_426 NE 3RD ST_
314 NW 7TH ST,Ogden,Iowa,"314 NW 7TH ST, Ogden, Iowa",,,,,-94.0365975,42.0416053,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.47,poor_siding,36.36,poor/no_gutter,68.75,FALSE,0,G_OG_314 NW 7TH ST_
313 NW 8TH ST,Ogden,Iowa,"313 NW 8TH ST, Ogden, Iowa",,,,,-94.0375751,42.0417062,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,39.43,poor_siding,37.29,poor/no_gutter,65,FALSE,0,G_OG_313 NW 8TH ST_
320 N 1ST ST,Ogden,Iowa,"320 N 1ST ST, Ogden, Iowa",,,,,-94.0283389,42.0418563,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.55,chipped_paint,35.66,good_gutter,64.81,FALSE,0,G_OG_320 N 1ST ST_
413 E SYCAMORE ST,Ogden,Iowa,"413 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0231131,42.0412283,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,40.28,chipped_paint,35.83,good_gutter,68.32,FALSE,0,G_OG_413 E SYCAMORE ST_
121 E LOCUST ST,Ogden,Iowa,"121 E LOCUST ST, Ogden, Iowa",,,,,-94.0271122,42.040345,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.75,poor_siding,36.88,good_gutter,65.29,FALSE,0,G_OG_121 E LOCUST ST_
708 W CHERRY ST,Ogden,Iowa,"708 W CHERRY ST, Ogden, Iowa",,,,,-94.0369167,42.043795,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.59,poor_siding,37.54,good_gutter,70.01,FALSE,0,G_OG_708 W CHERRY ST_
719 W ELM ST,Ogden,Iowa,"719 W ELM ST, Ogden, Iowa",,,,,-94.0372559,42.0434163,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
141 E LOCUST ST,Ogden,Iowa,"141 E LOCUST ST, Ogden, Iowa",,,,,-94.0269426,42.0402448,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
701 W ELM ST,Ogden,Iowa,"701 W ELM ST, Ogden, Iowa",,,,,-94.0366374,42.0432256,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
720 W CHERRY ST,Ogden,Iowa,"720 W CHERRY ST, Ogden, Iowa",,,,,-94.0374454,42.0437475,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.11,poor_siding,37.88,good_gutter,55.69,FALSE,0,G_OG_720 W CHERRY ST_
502 NW 6TH ST,Ogden,Iowa,"502 NW 6TH ST, Ogden, Iowa",,,,,-94.0349217,42.0433244,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.05,poor_siding,37.52,good_gutter,63.8,FALSE,0,G_OG_502 NW 6TH ST_
620 NW 3RD ST,Ogden,Iowa,"620 NW 3RD ST, Ogden, Iowa",,,,,-94.0310517,42.0448501,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.72,poor_siding,40.75,good_gutter,54.83,FALSE,0,G_OG_620 NW 3RD ST_
220 NW 4TH ST,Ogden,Iowa,"220 NW 4TH ST, Ogden, Iowa",,,,,-94.0323683,42.0408656,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.88,poor_siding,38.77,good_gutter,55.55,FALSE,0,G_OG_220 NW 4TH ST_
214 NW 3RD ST,Ogden,Iowa,"214 NW 3RD ST, Ogden, Iowa",,,,,-94.0314224,42.0405736,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
218 W SYCAMORE ST,Ogden,Iowa,"218 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0300543,42.0407922,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.82,poor_siding,37.35,good_gutter,55.15,FALSE,0,G_OG_218 W SYCAMORE ST_
425 W LOCUST ST,Ogden,Iowa,"425 W LOCUST ST, Ogden, Iowa",,,,,-94.0330265,42.0403272,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.5,poor_siding,36.38,good_gutter,66.81,FALSE,0,G_OG_425 W LOCUST ST_
519 NW 8TH ST,Ogden,Iowa,"519 NW 8TH ST, Ogden, Iowa",,,,,-94.0375551,42.0436954,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.82,poor_siding,38.16,poor/no_gutter,58.94,FALSE,0,G_OG_519 NW 8TH ST_
125 W CHERRY ST,Ogden,Iowa,"125 W CHERRY ST, Ogden, Iowa",,,,,-94.0292564,42.0442567,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.63,poor_siding,38.94,poor/no_gutter,66.74,FALSE,0,G_OG_125 W CHERRY ST_
220 NE 4TH ST,Ogden,Iowa,"220 NE 4TH ST, Ogden, Iowa",,,,,-94.0241801,42.0407566,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.2,poor_siding,37.09,poor/no_gutter,51.21,FALSE,0,G_OG_220 NE 4TH ST_
414 NW 6TH ST,Ogden,Iowa,"414 NW 6TH ST, Ogden, Iowa",,,,,-94.0348818,42.0427467,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
119 W CHERRY ST,Ogden,Iowa,"119 W CHERRY ST, Ogden, Iowa",,,,,-94.0290171,42.0443037,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.67,poor_siding,36.47,good_gutter,69.89,FALSE,0,G_OG_119 W CHERRY ST_
113 W CHERRY ST,Ogden,Iowa,"113 W CHERRY ST, Ogden, Iowa",,,,,-94.0287777,42.0442734,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.87,poor_siding,36.89,good_gutter,67.68,FALSE,0,G_OG_113 W CHERRY ST_
608 N 1ST ST,Ogden,Iowa,"608 N 1ST ST, Ogden, Iowa",,,,,-94.0283688,42.0444132,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.44,poor_siding,37.55,good_gutter,60.91,FALSE,0,G_OG_608 N 1ST ST_
419 W ELM ST,Ogden,Iowa,"419 W ELM ST, Ogden, Iowa",,,,,-94.0330266,42.0432558,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,48.07,poor_siding,39,poor/no_gutter,54.89,FALSE,0,G_OG_419 W ELM ST_
201 E LOCUST ST,Ogden,Iowa,"201 E LOCUST ST, Ogden, Iowa",,,,,-94.0264639,42.0403002,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
202 E SYCAMORE ST,Ogden,Iowa,"202 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0264838,42.0407821,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.93,poor_siding,39.74,good_gutter,65.16,FALSE,0,G_OG_202 E SYCAMORE ST_
208 NE 4TH ST,Ogden,Iowa,"208 NE 4TH ST, Ogden, Iowa",,,,,-94.0242699,42.040377,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.12,poor_siding,36.39,good_gutter,65.59,FALSE,0,G_OG_208 NE 4TH ST_
515 NW 2ND ST,Ogden,Iowa,"515 NW 2ND ST, Ogden, Iowa",,,,,-94.0295127,42.0420446,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.69,poor_siding,37.41,good_gutter,66.71,FALSE,0,G_OG_515 NW 2ND ST_
119 W ELM ST,Ogden,Iowa,"119 W ELM ST, Ogden, Iowa",,,,,-94.0289373,42.0433026,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
213 W SYCAMORE ST,Ogden,Iowa,"213 W SYCAMORE ST, Ogden, Iowa",,,,,-94.030254,42.041312,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.83,poor_siding,37.9,good_gutter,52.9,FALSE,0,G_OG_213 W SYCAMORE ST_
614 N 1ST ST,Ogden,Iowa,"614 N 1ST ST, Ogden, Iowa",,,,,-94.028431,42.04474,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.97,poor_siding,37.45,good_gutter,58.24,FALSE,0,G_OG_614 N 1ST ST_
602 NW 4TH ST,Ogden,Iowa,"602 NW 4TH ST, Ogden, Iowa",,,,,-94.0324082,42.0443393,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
219 NW 3RD ST,Ogden,Iowa,"219 NW 3RD ST, Ogden, Iowa",,,,,-94.0305331,42.0408141,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.95,good_siding,38.61,poor/no_gutter,51.17,FALSE,0,G_OG_219 NW 3RD ST_
214 NE 2ND ST,Ogden,Iowa,"214 NE 2ND ST, Ogden, Iowa",,,,,-94.0269626,42.0405337,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
508 NW 7TH ST,Ogden,Iowa,"508 NW 7TH ST, Ogden, Iowa",,,,,-94.0366175,42.0434387,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,38.24,poor_siding,37.27,good_gutter,53.45,FALSE,0,G_OG_508 NW 7TH ST_
220 W CHERRY ST,Ogden,Iowa,"220 W CHERRY ST, Ogden, Iowa",,,,,-94.0304533,42.0438286,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
426 W SYCAMORE ST,Ogden,Iowa,"426 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0326875,42.0407772,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.12,poor_siding,36.7,good_gutter,59.3,FALSE,0,G_OG_426 W SYCAMORE ST_
206 W SYCAMORE ST,Ogden,Iowa,"206 W SYCAMORE ST, Ogden, Iowa",,,,,-94.029815,42.0408006,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.41,chipped_paint,35.67,good_gutter,69.32,FALSE,0,G_OG_206 W SYCAMORE ST_
113 E LOCUST ST,Ogden,Iowa,"113 E LOCUST ST, Ogden, Iowa",,,,,-94.0276308,42.040269,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.01,poor_siding,41.46,poor/no_gutter,66.76,FALSE,0,G_OG_113 E LOCUST ST_
501 NW 3RD ST,Ogden,Iowa,"501 NW 3RD ST, Ogden, Iowa",,,,,-94.0304134,42.0433281,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.61,poor_siding,37.97,poor/no_gutter,65.2,FALSE,0,G_OG_501 NW 3RD ST_
308 W CHESTNUT ST,Ogden,Iowa,"308 W CHESTNUT ST, Ogden, Iowa",,,,,-94.0313509,42.044859,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.59,poor_siding,39.06,good_gutter,57.5,FALSE,0,G_OG_308 W CHESTNUT ST_
302 W LOCUST ST,Ogden,Iowa,"302 W LOCUST ST, Ogden, Iowa",,,,,-94.0311714,42.0398264,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
308 NW 6TH ST,Ogden,Iowa,"308 NW 6TH ST, Ogden, Iowa",,,,,-94.0349616,42.0413924,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
431 E SYCAMORE ST,Ogden,Iowa,"431 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0224748,42.0412506,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
443 E SYCAMORE ST,Ogden,Iowa,"443 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0220488,42.0412033,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
419 E SYCAMORE ST,Ogden,Iowa,"419 E SYCAMORE ST, Ogden, Iowa",,,,,-94.0229136,42.0412353,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.93,poor_siding,37.82,poor/no_gutter,61.84,FALSE,0,G_OG_419 E SYCAMORE ST_
515 NW 2ND ST,Ogden,Iowa,"515 NW 2ND ST, Ogden, Iowa",,,,,-94.0295127,42.0420446,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.69,poor_siding,37.41,good_gutter,66.71,FALSE,0,G_OG_515 NW 2ND ST_
501 NW 2ND ST,Ogden,Iowa,"501 NW 2ND ST, Ogden, Iowa",,,,,-94.0292764,42.04331,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.85,poor_siding,37.72,good_gutter,68.41,FALSE,0,G_OG_501 NW 2ND ST_
619 NW 4TH ST,Ogden,Iowa,"619 NW 4TH ST, Ogden, Iowa",,,,,-94.0317698,42.044825,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
432 E MAPLE ST,Ogden,Iowa,"432 E MAPLE ST, Ogden, Iowa",,,,,-94.0225945,42.0417098,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.02,poor_siding,37.61,good_gutter,69.61,FALSE,0,G_OG_432 E MAPLE ST_
214 NE 4TH ST,Ogden,Iowa,"214 NE 4TH ST, Ogden, Iowa",,,,,-94.0243397,42.0405965,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.95,chipped_paint,36.41,good_gutter,51.91,FALSE,0,G_OG_214 NE 4TH ST_
101 W CHERRY ST,Ogden,Iowa,"101 W CHERRY ST, Ogden, Iowa",,,,,-94.0283987,42.0442674,,,,,,,,,,,,,,,,,,TRUE,,FALSE,no_garden,38.93,poor_siding,36.34,good_gutter,67.27,FALSE,0,G_OG_101 W CHERRY ST_
420 NW 3RD ST,Ogden,Iowa,"420 NW 3RD ST, Ogden, Iowa",,,,,-94.031046,42.042725,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,50.16,poor_siding,37.43,poor/no_gutter,63.95,FALSE,0,G_OG_420 NW 3RD ST_
201 W SYCAMORE ST,Ogden,Iowa,"201 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0297551,42.0412854,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
602 W LOCUST ST,Ogden,Iowa,"602 W LOCUST ST, Ogden, Iowa",,,,,-94.0347621,42.0398549,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,39.93,good_siding,35.44,good_gutter,62.48,FALSE,0,G_OG_602 W LOCUST ST_
114 W CHESTNUT ST,Ogden,Iowa,"114 W CHESTNUT ST, Ogden, Iowa",,,,,-94.0287777,42.0448526,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
213 NE 2ND ST,Ogden,Iowa,"213 NE 2ND ST, Ogden, Iowa",,,,,-94.0264639,42.0405319,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
407 W MAPLE ST,Ogden,Iowa,"407 W MAPLE ST, Ogden, Iowa",,,,,-94.0327274,42.0423589,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
402 W MAPLE ST,Ogden,Iowa,"402 W MAPLE ST, Ogden, Iowa",,,,,-94.0324082,42.0418295,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,47.46,poor_siding,37.57,good_gutter,52.26,FALSE,0,G_OG_402 W MAPLE ST_
319 NW 5TH ST,Ogden,Iowa,"319 NW 5TH ST, Ogden, Iowa",,,,,-94.0330066,42.0418471,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.25,poor_siding,38.23,poor/no_gutter,51.11,FALSE,0,G_OG_319 NW 5TH ST_
520 N 1ST ST,Ogden,Iowa,"520 N 1ST ST, Ogden, Iowa",,,,,-94.0283389,42.0438641,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
420 NW 4TH ST,Ogden,Iowa,"420 NW 4TH ST, Ogden, Iowa",,,,,-94.0323882,42.0428148,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
414 W ELM ST,Ogden,Iowa,"414 W ELM ST, Ogden, Iowa",,,,,-94.0327673,42.0427822,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,41.35,poor_siding,38.38,poor/no_gutter,59.98,FALSE,0,G_OG_414 W ELM ST_
313 NW 5TH ST,Ogden,Iowa,"313 NW 5TH ST, Ogden, Iowa",,,,,-94.0330465,42.0416527,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,44.07,poor_siding,38.89,good_gutter,53.52,FALSE,0,G_OG_313 NW 5TH ST_
720 W LOCUST ST,Ogden,Iowa,"720 W LOCUST ST, Ogden, Iowa",,,,,-94.0373257,42.0398518,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.3,poor_siding,37.56,good_gutter,61.01,FALSE,0,G_OG_720 W LOCUST ST_
420 W ELM ST,Ogden,Iowa,"420 W ELM ST, Ogden, Iowa",,,,,-94.0330465,42.0427724,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.67,poor_siding,36.82,good_gutter,64.12,FALSE,0,G_OG_420 W ELM ST_
419 W SYCAMORE ST,Ogden,Iowa,"419 W SYCAMORE ST, Ogden, Iowa",,,,,-94.0330465,42.0412279,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
714 W LOCUST ST,Ogden,Iowa,"714 W LOCUST ST, Ogden, Iowa",,,,,-94.0370763,42.0396965,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
114 W CHERRY ST,Ogden,Iowa,"114 W CHERRY ST, Ogden, Iowa",,,,,-94.0287777,42.0438487,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.55,poor_siding,37.62,poor/no_gutter,57.37,FALSE,0,G_OG_114 W CHERRY ST_
314 NW 4TH ST,Ogden,Iowa,"314 NW 4TH ST, Ogden, Iowa",,,,,-94.0323882,42.0416565,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
720 W LOCUST ST,Ogden,Iowa,"720 W LOCUST ST, Ogden, Iowa",,,,,-94.0373257,42.0398518,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,49.3,poor_siding,37.56,good_gutter,61.01,FALSE,0,G_OG_720 W LOCUST ST_
426 NE 2ND ST,Ogden,Iowa,"426 NE 2ND ST, Ogden, Iowa",,,,,-94.027092,42.0428659,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.45,poor_siding,36.6,good_gutter,68.38,FALSE,0,G_OG_426 NE 2ND ST_
515 NW 2ND ST,Ogden,Iowa,"515 NW 2ND ST, Ogden, Iowa",,,,,-94.0295127,42.0420446,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.69,poor_siding,37.41,good_gutter,66.71,FALSE,0,G_OG_515 NW 2ND ST_
515 NW 2ND ST,Ogden,Iowa,"515 NW 2ND ST, Ogden, Iowa",,,,,-94.0295127,42.0420446,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,46.69,poor_siding,37.41,good_gutter,66.71,FALSE,0,G_OG_515 NW 2ND ST_
508 N 1ST ST,Ogden,Iowa,"508 N 1ST ST, Ogden, Iowa",,,,,-94.0285782,42.043431,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
119 NW 7TH ST,Ogden,Iowa,"119 NW 7TH ST, Ogden, Iowa",,,,,-94.0360788,42.0398087,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,45.06,poor_siding,37.97,good_gutter,58.73,FALSE,0,G_OG_119 NW 7TH ST_
702 W LOCUST ST,Ogden,Iowa,"702 W LOCUST ST, Ogden, Iowa",,,,,-94.0366175,42.0398091,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
513 NE 4TH ST,Ogden,Iowa,"513 NE 4TH ST, Ogden, Iowa",,,,,-94.0236316,42.0435655,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,42.99,poor_siding,36.14,good_gutter,60.38,FALSE,0,G_OG_513 NE 4TH ST_
602 NW 3RD ST,Ogden,Iowa,"602 NW 3RD ST, Ogden, Iowa",,,,,-94.031058,42.044308,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.08,poor_siding,35.85,good_gutter,70.74,FALSE,0,G_OG_602 NW 3RD ST_
620 W ELM ST,Ogden,Iowa,"620 W ELM ST, Ogden, Iowa",,,,,-94.0354803,42.0428029,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.27,poor_siding,37.51,good_gutter,69.51,FALSE,0,G_OG_620 W ELM ST_
525 NE 4TH ST,Ogden,Iowa,"525 NE 4TH ST, Ogden, Iowa",,,,,-94.023512,42.0438786,,,,,,,,,,,,,,,,,,TRUE,,FALSE,garden_present,43.56,chipped_paint,36.42,good_gutter,69.44,FALSE,0,G_OG_525 NE 4TH ST_
520 NE 4TH ST,Ogden,Iowa,"520 NE 4TH ST, Ogden, Iowa",,,,,-94.0242699,42.0436204,,,,,,,,,,,,,,,,,,FALSE,house_present,FALSE,,0,,0,,0,,0,
