address,city,state,source,city_id,image_name,image_url,lon,lat,date,sq_ft,year_built,assessed_value
701 NELSON AVE NE,Independence,Iowa,V,D,V_D_701_NELSON_AVE_NE,,-91.896511,42.47482,,,,
80 7TH ST NE,Independence,Iowa,V,D,V_D_80_7TH_ST_NE,,-91.896025,42.474869,,,,
601 4TH ST NE,Independence,Iowa,V,D,V_D_601_4TH_ST_NE,,-91.8876036,42.471735,,,,
 7TH AVE NE,Independence,Iowa,V,D,V_D_7TH_AVE_NE,,-91.8864525,42.4742489,,,,
405 6TH AVE NE,Independence,Iowa,V,D,V_D_405_6TH_AVE_NE,,-91.8882711,42.4723184,,,,
510 4TH ST NE,Independence,Iowa,V,D,V_D_510_4TH_ST_NE,,-91.8885,42.4721613,,,,
606 4TH AVE NE,Independence,Iowa,V,D,V_D_606_4TH_AVE_NE,,-91.8901403,42.4740516,,,,
610 5TH ST NE,Independence,Iowa,V,D,V_D_610_5TH_ST_NE,,-91.8870505,42.4726836,,,,
312 6TH AVE NE,Independence,Iowa,V,D,V_D_312_6TH_AVE_NE,,-91.8875282,42.4715389,,,,
214 2ND AVE NE,Independence,Iowa,V,D,V_D_214_2ND_AVE_NE,,-91.8930014,42.4706301,,,,
518 8TH AVE NE,Independence,Iowa,V,D,V_D_518_8TH_AVE_NE,,-91.884247,42.4740141,,,,
417 3RD AVE NE,Independence,Iowa,V,D,V_D_417_3RD_AVE_NE,,-91.8922384,42.4722532,,,,
600 5TH AVE NE,Independence,Iowa,V,D,V_D_600_5TH_AVE_NE,,-91.8891103,42.4737618,,,,
619 CENTER AVE NE,Independence,Iowa,V,D,V_D_619_CENTER_AVE_NE,,-91.8982896,42.4743984,,,,
619 CENTER AVE NE,Independence,Iowa,V,D,V_D_619_CENTER_AVE_NE,,-91.8982896,42.4743984,,,,
612 5TH AVE NE,Independence,Iowa,V,D,V_D_612_5TH_AVE_NE,,-91.8891485,42.474298,,,,
402 7TH ST NE,Independence,Iowa,V,D,V_D_402_7TH_ST_NE,,-91.8898813,42.4749095,,,,
705 8TH AVE NE,Independence,Iowa,V,D,V_D_705_8TH_AVE_NE,,-91.8847619,42.4750219,,,,
715 CENTER AVE NE,Independence,Iowa,V,D,V_D_715_CENTER_AVE_NE,,-91.898158,42.475307,,,,
815 CENTER AVE NE,Independence,Iowa,V,D,V_D_815_CENTER_AVE_NE,,-91.8979992,42.4764146,,,,
93 10TH ST NE,Independence,Iowa,V,D,V_D_93_10TH_ST_NE,,-91.8950996,42.4769992,,,,
810 9TH AVE NE,Independence,Iowa,V,D,V_D_810_9TH_AVE_NE,,-91.8829693,42.476585,,,,
101 10TH ST NE,Independence,Iowa,V,D,V_D_101_10TH_ST_NE,,-91.8946037,42.4770074,,,,
950 WEST AVE NE,Independence,Iowa,V,D,V_D_950_WEST_AVE_NE,,-91.8989707,42.4767628,,,,
1001 3RD ST NE,Independence,Iowa,V,D,V_D_1001_3RD_ST_NE,,-91.8816725,42.4707009,,,,
518 3RD ST NE,Independence,Iowa,V,D,V_D_518_3RD_ST_NE,,-91.8882902,42.4711102,,,,
822 3RD ST NE,Independence,Iowa,V,D,V_D_822_3RD_ST_NE,,-91.8833507,42.471172,,,,
405 8TH AVE NE,Independence,Iowa,V,D,V_D_405_8TH_AVE_NE,,-91.8855629,42.4723245,,,,
83 6TH ST NE,Independence,Iowa,V,D,V_D_83_6TH_ST_NE,,-91.895854,42.473232,,,,
608 6TH AVE NE,Independence,Iowa,V,D,V_D_608_6TH_AVE_NE,,-91.8875464,42.4741709,,,,
509 9TH AVE NE,Independence,Iowa,V,D,V_D_509_9TH_AVE_NE,,-91.8834651,42.4736243,,,,
207 TERRACE DR SE,Independence,Iowa,V,D,V_D_207_TERRACE_DR_SE,,-91.8793079,42.4664828,,,,
225 TERRACE DR SE,Independence,Iowa,V,D,V_D_225_TERRACE_DR_SE,,-91.8801088,42.4660478,,,,
1216 3RD ST SE,Independence,Iowa,V,D,V_D_1216_3RD_ST_SE,,-91.8775155,42.4667422,,,,
138 14TH AVE NE,Independence,Iowa,V,D,V_D_138_14TH_AVE_NE,,-91.8768291,42.4705883,,,,
1013 3RD ST NE,Independence,Iowa,V,D,V_D_1013_3RD_ST_NE,,-91.8809669,42.4706933,,,,
138 15TH AVE NE,Independence,Iowa,V,D,V_D_138_15TH_AVE_NE,,-91.8763333,42.4706731,,,,
611 14TH AVE SE,Independence,Iowa,V,D,V_D_611_14TH_AVE_SE,,-91.8780113,42.4634358,,,,
519 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_519_UPPER_TERRACE_DR_SE,,-91.8786024,42.4639055,,,,
515 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_515_UPPER_TERRACE_DR_SE,,-91.87906,42.463898,,,,
511 UPPER TERRACE DR,Independence,Iowa,V,D,V_D_511_UPPER_TERRACE_DR,,-91.8794986,42.4639868,,,,
523 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_523_UPPER_TERRACE_DR_SE,,-91.8782019,42.4640079,,,,
501 TERRACE DR SE,Independence,Iowa,V,D,V_D_501_TERRACE_DR_SE,,-91.8801469,42.464283,,,,
527 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_527_UPPER_TERRACE_DR_SE,,-91.8779731,42.4641651,,,,
407 TERRACE DR SE,Independence,Iowa,V,D,V_D_407_TERRACE_DR_SE,,-91.8805283,42.4643535,,,,
512 UPPER TERRACE DR,Independence,Iowa,V,D,V_D_512_UPPER_TERRACE_DR,,-91.8789838,42.4644362,,,,
531 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_531_UPPER_TERRACE_DR_SE,,-91.877668,42.4643235,,,,
403 TERRACE DR SE,Independence,Iowa,V,D,V_D_403_TERRACE_DR_SE,,-91.8808144,42.4645597,,,,
500 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_500_UPPER_TERRACE_DR_SE,,-91.8794223,42.4645633,,,,
520 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_520_UPPER_TERRACE_DR_SE,,-91.8786787,42.4644412,,,,
307 TERRACE DRIVE SE,Independence,Iowa,V,D,V_D_307_TERRACE_DRIVE_SE,,-91.8809669,42.4647106,,,,
535 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_535_UPPER_TERRACE_DR_SE,,-91.8774583,42.4646146,,,,
417 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_417_RIDGEVIEW_DR_SE,,-91.8791935,42.4646821,,,,
408 TERRACE DR,Independence,Iowa,V,D,V_D_408_TERRACE_DR,,-91.8801469,42.4647049,,,,
530 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_530_UPPER_TERRACE_DR_SE,,-91.8782019,42.4647366,,,,
413 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_413_RIDGEVIEW_DR_SE,,-91.8789838,42.4648198,,,,
400 TERRACE DR SE,Independence,Iowa,V,D,V_D_400_TERRACE_DR_SE,,-91.8804139,42.4648539,,,,
409 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_409_RIDGEVIEW_DR_SE,,-91.8786214,42.4649599,,,,
302 TERRACE DR SE,Independence,Iowa,V,D,V_D_302_TERRACE_DR_SE,,-91.8805283,42.4650438,,,,
420 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_420_RIDGEVIEW_DR_SE,,-91.8797274,42.4649802,,,,
303 TERRACE DR SE,Independence,Iowa,V,D,V_D_303_TERRACE_DR_SE,,-91.8811195,42.465015,,,,
401 14TH AVE SE,Independence,Iowa,V,D,V_D_401_14TH_AVE_SE,,-91.8766193,42.4646282,,,,
534 UPPER TERRACE DR SE,Independence,Iowa,V,D,V_D_534_UPPER_TERRACE_DR_SE,,-91.8778969,42.4650101,,,,
537 UPPER TERRACE,Independence,Iowa,V,D,V_D_537_UPPER_TERRACE,,-91.8775155,42.4649013,,,,
405 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_405_RIDGEVIEW_DR_SE,,-91.8784308,42.4651164,,,,
416 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_416_RIDGEVIEW_DR_SE,,-91.8794986,42.4650606,,,,
401 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_401_RIDGEVIEW_DR_SE,,-91.8782019,42.4652352,,,,
408 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_408_RIDGEVIEW_DR_SE,,-91.879041,42.4652982,,,,
235 TERRACE DR SE,Independence,Iowa,V,D,V_D_235_TERRACE_DR_SE,,-91.8812148,42.4652627,,,,
323 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_323_RIDGEVIEW_DR_SE,,-91.877935,42.465393,,,,
230 TERRACE DR SE,Independence,Iowa,V,D,V_D_230_TERRACE_DR_SE,,-91.8802614,42.4653933,,,,
228 TERRACE DR SE,Independence,Iowa,V,D,V_D_228_TERRACE_DR_SE,,-91.8799944,42.4655128,,,,
404 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_404_RIDGEVIEW_DR_SE,,-91.8788503,42.4654548,,,,
317 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_317_RIDGEVIEW_DR_SE,,-91.877668,42.4655508,,,,
226 TERRACE DR SE,Independence,Iowa,V,D,V_D_226_TERRACE_DR_SE,,-91.8796893,42.4656328,,,,
400 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_400_RIDGEVIEW_DR_SE,,-91.8785833,42.4656125,,,,
203 TERRACE DR SE,Independence,Iowa,V,D,V_D_203_TERRACE_DR_SE,,-91.8791554,42.466677,,,,
140 14TH AVE SE,Independence,Iowa,V,D,V_D_140_14TH_AVE_SE,,-91.8768481,42.4667722,,,,
231 TERRACE DR SE,Independence,Iowa,V,D,V_D_231_TERRACE_DR_SE,,-91.880986,42.4655732,,,,
220 TERRACE DR SE,Independence,Iowa,V,D,V_D_220_TERRACE_DR_SE,,-91.8794605,42.4657516,,,,
322 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_322_RIDGEVIEW_DR_SE,,-91.8783164,42.4656936,,,,
216 TERRACE DR SE,Independence,Iowa,V,D,V_D_216_TERRACE_DR_SE,,-91.8791935,42.465871,,,,
229 TERRACE DR SE,Independence,Iowa,V,D,V_D_229_TERRACE_DR_SE,,-91.8806809,42.4658083,,,,
318 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_318_RIDGEVIEW_DR_SE,,-91.8780685,42.4658319,,,,
227 TERRACE DR SE,Independence,Iowa,V,D,V_D_227_TERRACE_DR_SE,,-91.8803758,42.4659284,,,,
210 TERRACE DR SE,Independence,Iowa,V,D,V_D_210_TERRACE_DR_SE,,-91.8789647,42.4660282,,,,
310 RIDGEVIEW DR SE,Independence,Iowa,V,D,V_D_310_RIDGEVIEW_DR_SE,,-91.8777634,42.466067,,,,
206 TERRACE DR SE,Independence,Iowa,V,D,V_D_206_TERRACE_DR_SE,,-91.878774,42.466223,,,,
300 14TH AVE SE,Independence,Iowa,V,D,V_D_300_14TH_AVE_SE,,-91.8768481,42.4663887,,,,
219 TERRACE DR SE,Independence,Iowa,V,D,V_D_219_TERRACE_DR_SE,,-91.8798037,42.4661679,,,,
1217 3RD ST SE,Independence,Iowa,V,D,V_D_1217_3RD_ST_SE,,-91.877668,42.4663945,,,,
1205 3RD ST SE,Independence,Iowa,V,D,V_D_1205_3RD_ST_SE,,-91.8784689,42.4664198,,,,
215 TERRACE DR SE,Independence,Iowa,V,D,V_D_215_TERRACE_DR_SE,,-91.8795367,42.4662873,,,,
144 14TH AVE SE,Independence,Iowa,V,D,V_D_144_14TH_AVE_SE,,-91.8768481,42.4666188,,,,
138 TERRACE DR SE,Independence,Iowa,V,D,V_D_138_TERRACE_DR_SE,,-91.8782401,42.4668454,,,,
139 14TH AVE SE,Independence,Iowa,V,D,V_D_139_14TH_AVE_SE,,-91.8774392,42.4669352,,,,
141 TERRACE DR SE,Independence,Iowa,V,D,V_D_141_TERRACE_DR_SE,,-91.8789838,42.4668908,,,,
136 14TH AVE SE,Independence,Iowa,V,D,V_D_136_14TH_AVE_SE,,-91.8768481,42.4670023,,,,
135 TERRACE DR SE,Independence,Iowa,V,D,V_D_135_TERRACE_DR_SE,,-91.8789838,42.4671209,,,,
132 14TH AVE SE,Independence,Iowa,V,D,V_D_132_14TH_AVE_SE,,-91.8767909,42.4672525,,,,
132 TERRACE DR SE,Independence,Iowa,V,D,V_D_132_TERRACE_DR_SE,,-91.8782401,42.4671138,,,,
135 14TH AVE SE,Independence,Iowa,V,D,V_D_135_14TH_AVE_SE,,-91.8774392,42.4671653,,,,
129 TERRACE DR SE,Independence,Iowa,V,D,V_D_129_TERRACE_DR_SE,,-91.8789265,42.4673327,,,,
129 14TH AVE SE,Independence,Iowa,V,D,V_D_129_14TH_AVE_SE,,-91.8774583,42.4673759,,,,
126 14TH AVE SE,Independence,Iowa,V,D,V_D_126_14TH_AVE_SE,,-91.8768481,42.4674625,,,,
128 TERRACE DR SE,Independence,Iowa,V,D,V_D_128_TERRACE_DR_SE,,-91.8782782,42.4673817,,,,
125 14TH AVE SE,Independence,Iowa,V,D,V_D_125_14TH_AVE_SE,,-91.8774392,42.4675871,,,,
125 TERRACE DR SE,Independence,Iowa,V,D,V_D_125_TERRACE_DR_SE,,-91.8789838,42.4675811,,,,
124 14TH AVE SE,Independence,Iowa,V,D,V_D_124_14TH_AVE_SE,,-91.8768481,42.4676926,,,,
124 TERRACE DR SE,Independence,Iowa,V,D,V_D_124_TERRACE_DR_SE,,-91.8783164,42.4676111,,,,
121 14TH AVE SE,Independence,Iowa,V,D,V_D_121_14TH_AVE_SE,,-91.8774392,42.4677789,,,,
119 TERRACE DR SE,Independence,Iowa,V,D,V_D_119_TERRACE_DR_SE,,-91.87906,42.4678099,,,,
120 14TH AVE SE,Independence,Iowa,V,D,V_D_120_14TH_AVE_SE,,-91.8768481,42.467846,,,,
120 TERRACE DR SE,Independence,Iowa,V,D,V_D_120_TERRACE_DR_SE,,-91.8784308,42.4678777,,,,
117 14TH AVE SE,Independence,Iowa,V,D,V_D_117_14TH_AVE_SE,,-91.8774583,42.4679895,,,,
113 TERRACE DRIVE SE,Independence,Iowa,V,D,V_D_113_TERRACE_DRIVE_SE,,-91.8791554,42.4680193,,,,
118 TERRACE DR SE,Independence,Iowa,V,D,V_D_118_TERRACE_DR_SE,,-91.8784498,42.46805,,,,
111 TERRACE DR SE,Independence,Iowa,V,D,V_D_111_TERRACE_DR_SE,,-91.8792698,42.4682859,,,,
110 TERRACE DR SE,Independence,Iowa,V,D,V_D_110_TERRACE_DR_SE,,-91.8786024,42.4683543,,,,
236 TERRACE DR SE,Independence,Iowa,V,D,V_D_236_TERRACE_DR_SE,,-91.8804521,42.4652752,,,,
210 9TH AVE SE,Independence,Iowa,V,D,V_D_210_9TH_AVE_SE,,-91.8823781,42.4675639,,,,
 1ST ST E,Independence,Iowa,V,D,V_D_1ST_ST_E,,-91.8826663,42.4687935,,,,
105 TERRACE DR SE,Independence,Iowa,V,D,V_D_105_TERRACE_DR_SE,,-91.8792888,42.4684965,,,,
104 TERRACE DR SE,Independence,Iowa,V,D,V_D_104_TERRACE_DR_SE,,-91.8786214,42.4685649,,,,
1211 1ST ST E,Independence,Iowa,V,D,V_D_1211_1ST_ST_E,,-91.8778587,42.4683473,,,,
1217 1ST ST E,Independence,Iowa,V,D,V_D_1217_1ST_ST_E,,-91.8775346,42.4685251,,,,
1401 1ST ST E,Independence,Iowa,V,D,V_D_1401_1ST_ST_E,,-91.8769053,42.4684779,,,,
1511 1ST ST E,Independence,Iowa,V,D,V_D_1511_1ST_ST_E,,-91.875971,42.4681288,,,,
105 15TH AVE NE,Independence,Iowa,V,D,V_D_105_15TH_AVE_NE,,-91.8763714,42.4690619,,,,
1502 1ST ST E,Independence,Iowa,V,D,V_D_1502_1ST_ST_E,,-91.8757994,42.4690712,,,,
1300 1ST ST  E,Independence,Iowa,V,D,V_D_1300_1ST_ST_E,,-91.877382,42.4691412,,,,
107 15TH AVE NE,Independence,Iowa,V,D,V_D_107_15TH_AVE_NE,,-91.8763714,42.4692536,,,,
106 15TH AVE NE,Independence,Iowa,V,D,V_D_106_15TH_AVE_NE,,-91.8758757,42.4692617,,,,
111 12TH AVE NE,Independence,Iowa,V,D,V_D_111_12TH_AVE_NE,,-91.8792126,42.4692647,,,,
1402 1ST ST E,Independence,Iowa,V,D,V_D_1402_1ST_ST_E,,-91.8767719,42.4691512,,,,
 14TH AVE NE,Independence,Iowa,V,D,V_D_14TH_AVE_NE,,-91.8770626,42.4709885,,,,
111 15TH AVE NE,Independence,Iowa,V,D,V_D_111_15TH_AVE_NE,,-91.8763333,42.469446,,,,
110 15TH AVE NE,Independence,Iowa,V,D,V_D_110_15TH_AVE_NE,,-91.8758375,42.4694924,,,,
1616 1ST STREET EAST,Independence,Iowa,V,D,V_D_1616_1ST_STREET_EAST,,-91.8739499,42.4694273,,,,
100 12TH AVE NE,Independence,Iowa,V,D,V_D_100_12TH_AVE_NE,,-91.878221,42.4692042,,,,
108 14TH AVE NE,Independence,Iowa,V,D,V_D_108_14TH_AVE_NE,,-91.8768291,42.4695529,,,,
113 14TH AVE NE,Independence,Iowa,V,D,V_D_113_14TH_AVE_NE,,-91.877382,42.4695247,,,,
201 12TH AVE NE,Independence,Iowa,V,D,V_D_201_12TH_AVE_NE,,-91.8791172,42.4695923,,,,
1015 2ND ST NE,Independence,Iowa,V,D,V_D_1015_2ND_ST_NE,,-91.8811195,42.4696937,,,,
1103 2ND ST NE,Independence,Iowa,V,D,V_D_1103_2ND_ST_NE,,-91.8808144,42.4696987,,,,
1109 2ND ST NE,Independence,Iowa,V,D,V_D_1109_2ND_ST_NE,,-91.8805855,42.4697025,,,,
1115 2ND ST NE,Independence,Iowa,V,D,V_D_1115_2ND_ST_NE,,-91.8803376,42.4696107,,,,
1100 1ST ST EAST,Independence,Iowa,V,D,V_D_1100_1ST_ST_EAST,,-91.8796321,42.4694496,,,,
115 15TH AVE NE,Independence,Iowa,V,D,V_D_115_15TH_AVE_NE,,-91.8763333,42.4696377,,,,
116 15TH AVE NE,Independence,Iowa,V,D,V_D_116_15TH_AVE_NE,,-91.8758757,42.4696835,,,,
118 14TH AVE NE,Independence,Iowa,V,D,V_D_118_14TH_AVE_NE,,-91.8767719,42.4697648,,,,
198 12TH AVE NE,Independence,Iowa,V,D,V_D_198_12TH_AVE_NE,,-91.878013,42.4697699,,,,
205 12TH AVE NE,Independence,Iowa,V,D,V_D_205_12TH_AVE_NE,,-91.87906,42.4698808,,,,
119 14TH AVE NE,Independence,Iowa,V,D,V_D_119_14TH_AVE_NE,,-91.8773057,42.4698328,,,,
212 12TH AVE NE,Independence,Iowa,V,D,V_D_212_12TH_AVE_NE,,-91.8786596,42.4705585,,,,
200 12TH AVE NE,Independence,Iowa,V,D,V_D_200_12TH_AVE_NE,,-91.8786214,42.4698688,,,,
117 15TH AVE NE,Independence,Iowa,V,D,V_D_117_15TH_AVE_NE,,-91.8763905,42.4698477,,,,
118 15TH AVE NE,Independence,Iowa,V,D,V_D_118_15TH_AVE_NE,,-91.8758757,42.4698369,,,,
122 14TH AVE NE,Independence,Iowa,V,D,V_D_122_14TH_AVE_NE,,-91.8768291,42.4700131,,,,
1016 2ND ST NE,Independence,Iowa,V,D,V_D_1016_2ND_ST_NE,,-91.8810623,42.470059,,,,
207 12TH AVE NE,Independence,Iowa,V,D,V_D_207_12TH_AVE_NE,,-91.87906,42.4701109,,,,
123 15TH AVE NE,Independence,Iowa,V,D,V_D_123_15TH_AVE_NE,,-91.8763714,42.4700973,,,,
208 12TH AVE NE,Independence,Iowa,V,D,V_D_208_12TH_AVE_NE,,-91.8786214,42.4700989,,,,
123 14TH AVE NE,Independence,Iowa,V,D,V_D_123_14TH_AVE_NE,,-91.8773057,42.4700629,,,,
128 14TH AVE NE,Independence,Iowa,V,D,V_D_128_14TH_AVE_NE,,-91.8768291,42.4702049,,,,
127 15TH AVE NE,Independence,Iowa,V,D,V_D_127_15TH_AVE_NE,,-91.8763714,42.4702507,,,,
 15TH AVE NE,Independence,Iowa,V,D,V_D_15TH_AVE_NE,,-91.8762241,42.4718867,,,,
203 11TH AVE NE,Independence,Iowa,V,D,V_D_203_11TH_AVE_NE,,-91.8809479,42.4703293,,,,
1100 2ND ST NE,Independence,Iowa,V,D,V_D_1100_2ND_ST_NE,,-91.8802651,42.470196,,,,
1100 2ND ST NE,Independence,Iowa,V,D,V_D_1100_2ND_ST_NE,,-91.8802651,42.470196,,,,
210 12TH AVE NE,Independence,Iowa,V,D,V_D_210_12TH_AVE_NE,,-91.8786214,42.4702906,,,,
213 12TH AVE NE,Independence,Iowa,V,D,V_D_213_12TH_AVE_NE,,-91.87906,42.470341,,,,
131 15TH AVE NE,Independence,Iowa,V,D,V_D_131_15TH_AVE_NE,,-91.8763905,42.4704613,,,,
132 15TH AVE NE,Independence,Iowa,V,D,V_D_132_15TH_AVE_NE,,-91.875816,42.470443,,,,
 ROBERTS CT,Independence,Iowa,V,D,V_D_ROBERTS_CT,,-91.8893386,42.4685978,,,,
216 11TH AVE NE,Independence,Iowa,V,D,V_D_216_11TH_AVE_NE,,-91.8804521,42.4707209,,,,
1105 3RD ST NE,Independence,Iowa,V,D,V_D_1105_3RD_ST_NE,,-91.8801279,42.470707,,,,
136 15TH AVE NE,Independence,Iowa,V,D,V_D_136_15TH_AVE_NE,,-91.875809,42.470664,,,,
1111 3RD ST NE,Independence,Iowa,V,D,V_D_1111_3RD_ST_NE,,-91.8798228,42.470712,,,,
1113 3RD ST NE,Independence,Iowa,V,D,V_D_1113_3RD_ST_NE,,-91.8794605,42.4706988,,,,
1117 3RD ST NE,Independence,Iowa,V,D,V_D_1117_3RD_ST_NE,,-91.8791554,42.4707421,,,,
1303 3RD ST NE,Independence,Iowa,V,D,V_D_1303_3RD_ST_NE,,-91.8782782,42.4707564,,,,
1307 3RD ST NE,Independence,Iowa,V,D,V_D_1307_3RD_ST_NE,,-91.8779159,42.4707432,,,,
1313 3RD ST NE,Independence,Iowa,V,D,V_D_1313_3RD_ST_NE,,-91.877668,42.4707664,,,,
139 14TH AVE NE,Independence,Iowa,V,D,V_D_139_14TH_AVE_NE,,-91.877382,42.4707519,,,,
140 14TH AVE NE,Independence,Iowa,V,D,V_D_140_14TH_AVE_NE,,-91.8768291,42.4708184,,,,
142 15TH AVE NE,Independence,Iowa,V,D,V_D_142_15TH_AVE_NE,,-91.8764477,42.4709014,,,,
140 15TH AVE NE,Independence,Iowa,V,D,V_D_140_15TH_AVE_NE,,-91.875818,42.4709239,,,,
309 11TH AVE NE,Independence,Iowa,V,D,V_D_309_11TH_AVE_NE,,-91.8809669,42.4714603,,,,
1412 3RD ST NE,Independence,Iowa,V,D,V_D_1412_3RD_ST_NE,,-91.8763714,42.4714011,,,,
308 14TH AVE NE,Independence,Iowa,V,D,V_D_308_14TH_AVE_NE,,-91.8769435,42.4714301,,,,
 3RD ST NE,Independence,Iowa,V,D,V_D_3RD_ST_NE,,-91.8831311,42.4709683,,,,
1100 3RD ST NE,Independence,Iowa,V,D,V_D_1100_3RD_ST_NE,,-91.8802042,42.471166,,,,
1600 1ST ST E,Independence,Iowa,V,D,V_D_1600_1ST_ST_E,,-91.8743694,42.4705326,,,,
302 13TH AVE NE,Independence,Iowa,V,D,V_D_302_13TH_AVE_NE,,-91.8781447,42.4711996,,,,
1308 3RD ST NE,Independence,Iowa,V,D,V_D_1308_3RD_ST_NE,,-91.8777062,42.4711492,,,,
1314 3RD ST NE,Independence,Iowa,V,D,V_D_1314_3RD_ST_NE,,-91.877382,42.4712121,,,,
307 11TH AVE NE,Independence,Iowa,V,D,V_D_307_11TH_AVE_NE,,-91.8809669,42.4712302,,,,
1200 3RD ST NE,Independence,Iowa,V,D,V_D_1200_3RD_ST_NE,,-91.8786596,42.471172,,,,
144 15TH AVE NE,Independence,Iowa,V,D,V_D_144_15TH_AVE_NE,,-91.875996,42.471132,,,,
302 14TH AVE NE,Independence,Iowa,V,D,V_D_302_14TH_AVE_NE,,-91.8769053,42.4712007,,,,
1509 3RD ST NE,Independence,Iowa,V,D,V_D_1509_3RD_ST_NE,,-91.875708,42.471227,,,,
1515 3RD ST NE,Independence,Iowa,V,D,V_D_1515_3RD_ST_NE,,-91.8754562,42.4712627,,,,
1519 3RD ST NE,Independence,Iowa,V,D,V_D_1519_3RD_ST_NE,,-91.875113,42.4712683,,,,
1603 3RD ST NE,Independence,Iowa,V,D,V_D_1603_3RD_ST_NE,,-91.8748079,42.4712732,,,,
212 17TH AVE NE,Independence,Iowa,V,D,V_D_212_17TH_AVE_NE,,-91.8728892,42.470919,,,,
1703 3RD ST NE,Independence,Iowa,V,D,V_D_1703_3RD_ST_NE,,-91.87256,42.4712593,,,,
1725-1739 3RD ST NE,Independence,Iowa,V,D,V_D_1725-1739_3RD_ST_NE,,-91.8720367,42.4710825,,,,
1611 3RD ST NE,Independence,Iowa,V,D,V_D_1611_3RD_ST_NE,,-91.874619,42.4712787,,,,
1408 3RD ST NE,Independence,Iowa,V,D,V_D_1408_3RD_ST_NE,,-91.8765621,42.471283,,,,
308 11TH AVE NE,Independence,Iowa,V,D,V_D_308_11TH_AVE_NE,,-91.880433,42.4713923,,,,
1110 /1112 3RD ST NE,Independence,Iowa,V,D,V_D_1110_/1112_3RD_ST_NE,,-91.8798977,42.4711768,,,,
1114 3RD ST NE,Independence,Iowa,V,D,V_D_1114_3RD_ST_NE,,-91.8798418,42.4711911,,,,
1116 3RD ST NE,Independence,Iowa,V,D,V_D_1116_3RD_ST_NE,,-91.879236,42.471283,,,,
306 13TH AVE NE,Independence,Iowa,V,D,V_D_306_13TH_AVE_NE,,-91.8780685,42.4714309,,,,
307 13TH AVE NE,Independence,Iowa,V,D,V_D_307_13TH_AVE_NE,,-91.8786166,42.4714184,,,,
309 14TH AVE NE,Independence,Iowa,V,D,V_D_309_14TH_AVE_NE,,-91.8774583,42.4713642,,,,
606 13TH AVE NE,Independence,Iowa,V,D,V_D_606_13TH_AVE_NE,,-91.8780685,42.4748821,,,,
1305 7TH ST NE,Independence,Iowa,V,D,V_D_1305_7TH_ST_NE,,-91.8774583,42.4748921,,,,
2052 215TH ST,Independence,Iowa,V,D,V_D_2052_215TH_ST,,-91.8739213,42.4754579,,,,
310/312 11TH AVE NE,Independence,Iowa,V,D,V_D_310/312_11TH_AVE_NE,,-91.8804299,42.4715774,,,,
313 13TH AVE NE,Independence,Iowa,V,D,V_D_313_13TH_AVE_NE,,-91.8786024,42.4716523,,,,
310 13TH AVE NE,Independence,Iowa,V,D,V_D_310_13TH_AVE_NE,,-91.8780685,42.471661,,,,
313 14TH AVE NE,Independence,Iowa,V,D,V_D_313_14TH_AVE_NE,,-91.8775346,42.471593,,,,
1508 3RD ST NE,Independence,Iowa,V,D,V_D_1508_3RD_ST_NE,,-91.8754562,42.4716078,,,,
307 15TH AVE NE,Independence,Iowa,V,D,V_D_307_15TH_AVE_NE,,-91.8764477,42.47163,,,,
1602 3RD ST NE,Independence,Iowa,V,D,V_D_1602_3RD_ST_NE,,-91.8748079,42.4716184,,,,
1504 3RD ST NE,Independence,Iowa,V,D,V_D_1504_3RD_ST_NE,,-91.8758375,42.4715632,,,,
312 14TH AVE NE,Independence,Iowa,V,D,V_D_312_14TH_AVE_NE,,-91.8770579,42.4716584,,,,
315 11TH AVE NE,Independence,Iowa,V,D,V_D_315_11TH_AVE_NE,,-91.8809669,42.471767,,,,
1109 4TH ST NE,Independence,Iowa,V,D,V_D_1109_4TH_ST_NE,,-91.8803376,42.4718349,,,,
1016 1ST ST E,Independence,Iowa,V,D,V_D_1016_1ST_ST_E,,-91.8802995,42.4692278,,,,
