Parcel Number,Photo,url_shift,link,address,address_trim,Address_uncut,Style,Year Built,Total SF,Lot Area,Appraised Value,Url
06.35.378.001,https://photos.camavision.com/67892eb8ae331f0d3fa7b443fc867183/70,https://photos.camavision.com/67892eb8ae331f0d3fa7b443fc867183,https://photos.camavision.com/67892eb8ae331f0d3fa7b443fc867183,"314 15TH AVE NE, INDEPENDENCE","314 15TH AVE NE, INDEPENDENCE","
            314 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1975,1152,"$149,360 ","$149,360 ",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.335.006,,,,"502 15TH AVE NE, INDEPENDENCE","502 15TH AVE NE, INDEPENDENCE","
            502 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2003,1464,"$279,540 ","$279,540 ",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.334.008,https://photos.camavision.com/9f1b5610af314ae1f244ed87ddfecb31/70,https://photos.camavision.com/9f1b5610af314ae1f244ed87ddfecb31,https://photos.camavision.com/9f1b5610af314ae1f244ed87ddfecb31,"503 15TH AVE NE, INDEPENDENCE","503 15TH AVE NE, INDEPENDENCE","
            503 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2002,1576,"$303,320 ","$303,320 ",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.335.005,https://photos.camavision.com/fa94f64fb1e3b8a3411f01584769aebc/70,https://photos.camavision.com/fa94f64fb1e3b8a3411f01584769aebc,https://photos.camavision.com/fa94f64fb1e3b8a3411f01584769aebc,"504 15TH AVE NE, INDEPENDENCE","504 15TH AVE NE, INDEPENDENCE","
            504 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2002,1548,"$273,650 ","$273,650 ",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.335.002,https://photos.camavision.com/2687f1c0cf20c3637dd08719d4b2bff1/70,https://photos.camavision.com/2687f1c0cf20c3637dd08719d4b2bff1,https://photos.camavision.com/2687f1c0cf20c3637dd08719d4b2bff1,"602 15TH AVE NE, INDEPENDENCE","602 15TH AVE NE, INDEPENDENCE","
            602 15TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2004,1796,"$343,660 ","$343,660 ",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.35.334.003,https://photos.camavision.com/3025e873f4c07d52afbc0d6268c710a3/70,https://photos.camavision.com/3025e873f4c07d52afbc0d6268c710a3,https://photos.camavision.com/3025e873f4c07d52afbc0d6268c710a3,"605 15TH AVE NE, INDEPENDENCE","605 15TH AVE NE, INDEPENDENCE","
            605 15TH AVE NE, INDEPENDENCE
                      ",1 Story Brick,2011,2252,"$482,770 ","$482,770 ",https://buchanan.iowaassessors.com/results.php?page=8&history=-8&ts=1688576139
06.33.453.012,https://photos.camavision.com/aa2cec480cc1cf13c3bcb4eb4dc08933/70,https://photos.camavision.com/aa2cec480cc1cf13c3bcb4eb4dc08933,https://photos.camavision.com/aa2cec480cc1cf13c3bcb4eb4dc08933,"105 15TH AVE NW, INDEPENDENCE","105 15TH AVE NW, INDEPENDENCE","
            105 15TH AVE NW, INDEPENDENCE
                      ",2 Story Frame,1940,1392,"$99,460 ","$99,460 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.009,https://photos.camavision.com/43f6f2edb87e7a336f9dbda2b58e4547/70,https://photos.camavision.com/43f6f2edb87e7a336f9dbda2b58e4547,https://photos.camavision.com/43f6f2edb87e7a336f9dbda2b58e4547,"111 15TH AVE NW, INDEPENDENCE","111 15TH AVE NW, INDEPENDENCE","
            111 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1960,1360,"$178,370 ","$178,370 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.014,,,,"201 15TH AVE NW, INDEPENDENCE","201 15TH AVE NW, INDEPENDENCE","
            201 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1955,1520,"$151,550 ","$151,550 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.454.002,https://photos.camavision.com/1dcc6d5fa2d03286e892db22d0f6cbed/70,https://photos.camavision.com/1dcc6d5fa2d03286e892db22d0f6cbed,https://photos.camavision.com/1dcc6d5fa2d03286e892db22d0f6cbed,"202 15TH AVE NW, INDEPENDENCE","202 15TH AVE NW, INDEPENDENCE","
            202 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1968,1642,"$192,480 ","$192,480 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.005,https://photos.camavision.com/6f8ede9065410a3539be3479cc1202a7/70,https://photos.camavision.com/6f8ede9065410a3539be3479cc1202a7,https://photos.camavision.com/6f8ede9065410a3539be3479cc1202a7,"205 15TH AVE NW, INDEPENDENCE","205 15TH AVE NW, INDEPENDENCE","
            205 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1994,1180,"$193,600 ","$193,600 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.004,https://photos.camavision.com/0f3d71aa648dc0746061400b01282e5d/70,https://photos.camavision.com/0f3d71aa648dc0746061400b01282e5d,https://photos.camavision.com/0f3d71aa648dc0746061400b01282e5d,"209 15TH AVE NW, INDEPENDENCE","209 15TH AVE NW, INDEPENDENCE","
            209 15TH AVE NW, INDEPENDENCE
                      ",1 Story Frame,1975,1186,"$201,730 ","$201,730 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.377.005,https://photos.camavision.com/7fca03cb0d5a6f59d5d9ed89fb973123/70,https://photos.camavision.com/7fca03cb0d5a6f59d5d9ed89fb973123,https://photos.camavision.com/7fca03cb0d5a6f59d5d9ed89fb973123,"311 15TH AVE PL NE, INDEPENDENCE","311 15TH AVE PL NE, INDEPENDENCE","
            311 15TH AVE PL NE, INDEPENDENCE
                      ",1 Story Frame,1974,1104,"$161,400 ","$161,400 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.377.004,https://photos.camavision.com/5dab30d271ad2e7c4ca36b93ee133f75/70,https://photos.camavision.com/5dab30d271ad2e7c4ca36b93ee133f75,https://photos.camavision.com/5dab30d271ad2e7c4ca36b93ee133f75,"313 15TH AVE PL NE, INDEPENDENCE","313 15TH AVE PL NE, INDEPENDENCE","
            313 15TH AVE PL NE, INDEPENDENCE
                      ",1 Story Frame,1961,1530,"$187,850 ","$187,850 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.378.007,https://photos.camavision.com/ce6a45d382ddff4fb8565f9422e185d6/70,https://photos.camavision.com/ce6a45d382ddff4fb8565f9422e185d6,https://photos.camavision.com/ce6a45d382ddff4fb8565f9422e185d6,"307 16TH AVE NE, INDEPENDENCE","307 16TH AVE NE, INDEPENDENCE","
            307 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,1976,1056,"$152,400 ","$152,400 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.335.007,https://photos.camavision.com/ba797f814f98a494850216aa173ed911/70,https://photos.camavision.com/ba797f814f98a494850216aa173ed911,https://photos.camavision.com/ba797f814f98a494850216aa173ed911,"503 16TH AVE NE, INDEPENDENCE","503 16TH AVE NE, INDEPENDENCE","
            503 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2007,1742,"$376,180 ","$376,180 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.338.005,https://photos.camavision.com/461c4f27506c9b6c1225aefea2908239/70,https://photos.camavision.com/461c4f27506c9b6c1225aefea2908239,https://photos.camavision.com/461c4f27506c9b6c1225aefea2908239,"504 16TH AVE NE, INDEPENDENCE","504 16TH AVE NE, INDEPENDENCE","
            504 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2004,1561,"$284,320 ","$284,320 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.335.008,https://photos.camavision.com/6a9adf8d4527f5e07058eb30c4589bd6/70,https://photos.camavision.com/6a9adf8d4527f5e07058eb30c4589bd6,https://photos.camavision.com/6a9adf8d4527f5e07058eb30c4589bd6,"505 16TH AVE NE, INDEPENDENCE","505 16TH AVE NE, INDEPENDENCE","
            505 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2007,1506,"$308,100 ","$308,100 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.338.004,https://photos.camavision.com/9933fedfb4f92b36bd78a6c90aa12047/70,https://photos.camavision.com/9933fedfb4f92b36bd78a6c90aa12047,https://photos.camavision.com/9933fedfb4f92b36bd78a6c90aa12047,"506 16TH AVE NE, INDEPENDENCE","506 16TH AVE NE, INDEPENDENCE","
            506 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2005,1381,"$287,950 ","$287,950 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.337.004,https://photos.camavision.com/0227c691549312de5e4ff9dfccd0358d/70,https://photos.camavision.com/0227c691549312de5e4ff9dfccd0358d,https://photos.camavision.com/0227c691549312de5e4ff9dfccd0358d,"600 16TH AVE NE, INDEPENDENCE","600 16TH AVE NE, INDEPENDENCE","
            600 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1386,"$270,700 ","$270,700 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.335.010,https://photos.camavision.com/ca61592650486b54d3481ad90f4f6541/70,https://photos.camavision.com/ca61592650486b54d3481ad90f4f6541,https://photos.camavision.com/ca61592650486b54d3481ad90f4f6541,"601 16TH AVE NE, INDEPENDENCE","601 16TH AVE NE, INDEPENDENCE","
            601 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1567,"$326,240 ","$326,240 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.337.003,https://photos.camavision.com/97fb5fafeab354d782624ee3a8c87801/70,https://photos.camavision.com/97fb5fafeab354d782624ee3a8c87801,https://photos.camavision.com/97fb5fafeab354d782624ee3a8c87801,"602 16TH AVE NE, INDEPENDENCE","602 16TH AVE NE, INDEPENDENCE","
            602 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2007,1976,"$389,680 ","$389,680 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.35.335.011,https://photos.camavision.com/830a70786d9f38f72366858877977ea7/70,https://photos.camavision.com/830a70786d9f38f72366858877977ea7,https://photos.camavision.com/830a70786d9f38f72366858877977ea7,"603 16TH AVE NE, INDEPENDENCE","603 16TH AVE NE, INDEPENDENCE","
            603 16TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2007,1468,"$304,660 ","$304,660 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.33.453.013,https://photos.camavision.com/003620adbf41ccc1bd22ee22d0f129df/70,https://photos.camavision.com/003620adbf41ccc1bd22ee22d0f129df,https://photos.camavision.com/003620adbf41ccc1bd22ee22d0f129df,"200 16TH AVE NW, INDEPENDENCE","200 16TH AVE NW, INDEPENDENCE","
            200 16TH AVE NW, INDEPENDENCE
                      ",2 Story Frame,1890,2448,"$242,450 ","$242,450 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.27.477.002,https://photos.camavision.com/6f3bbca25fbc2b49c22e0d4716b41f5d/70,https://photos.camavision.com/6f3bbca25fbc2b49c22e0d4716b41f5d,https://photos.camavision.com/6f3bbca25fbc2b49c22e0d4716b41f5d,"502 16TH ST NE, INDEPENDENCE","502 16TH ST NE, INDEPENDENCE","
            502 16TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2000,1454,"$277,750 ","$277,750 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.27.477.014,https://photos.camavision.com/ec853f7b8ae12ed0f88b3d5270b0cf4f/70,https://photos.camavision.com/ec853f7b8ae12ed0f88b3d5270b0cf4f,https://photos.camavision.com/ec853f7b8ae12ed0f88b3d5270b0cf4f,"506 16TH ST NE, INDEPENDENCE","506 16TH ST NE, INDEPENDENCE","
            506 16TH ST NE, INDEPENDENCE
                      ",1 Story Frame,2005,1058,"$215,940 ","$215,940 ",https://buchanan.iowaassessors.com/results.php?page=9&history=-9&ts=1688576139
06.11.100.006,https://photos.camavision.com/a15de05389bf7790840a3fa868856703/70,https://photos.camavision.com/a15de05389bf7790840a3fa868856703,https://photos.camavision.com/a15de05389bf7790840a3fa868856703,"2050 170TH ST, INDEPENDENCE","2050 170TH ST, INDEPENDENCE","
            2050 170TH ST,  INDEPENDENCE 
                      ",1 Story Frame,1979,1600,"$262,860 ","$262,860 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.35.455.005,https://photos.camavision.com/04367b77ba3131431d668e2e24c09d51/70,https://photos.camavision.com/04367b77ba3131431d668e2e24c09d51,https://photos.camavision.com/04367b77ba3131431d668e2e24c09d51,"200 17TH AVE NE, INDEPENDENCE","200 17TH AVE NE, INDEPENDENCE","
            200 17TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1442,"$193,700 ","$193,700 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.35.455.004,https://photos.camavision.com/88e9cbab075d36e2374cf89c8a1fe6ec/70,https://photos.camavision.com/88e9cbab075d36e2374cf89c8a1fe6ec,https://photos.camavision.com/88e9cbab075d36e2374cf89c8a1fe6ec,"202 17TH AVE NE, INDEPENDENCE","202 17TH AVE NE, INDEPENDENCE","
            202 17TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1442,"$193,700 ","$193,700 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.35.455.003,https://photos.camavision.com/535d594164be568ad20b349be1baae6e/70,https://photos.camavision.com/535d594164be568ad20b349be1baae6e,https://photos.camavision.com/535d594164be568ad20b349be1baae6e,"204 17TH AVE NE, INDEPENDENCE","204 17TH AVE NE, INDEPENDENCE","
            204 17TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1442,"$193,700 ","$193,700 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.35.455.002,https://photos.camavision.com/c66ab056972495384061342c2e6eca51/70,https://photos.camavision.com/c66ab056972495384061342c2e6eca51,https://photos.camavision.com/c66ab056972495384061342c2e6eca51,"206 17TH AVE NE, INDEPENDENCE","206 17TH AVE NE, INDEPENDENCE","
            206 17TH AVE NE, INDEPENDENCE
                      ",1 Story Frame,2006,1442,"$193,700 ","$193,700 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.33.376.017,https://photos.camavision.com/d1ee269c8591e70ee64fe763f07777fb/70,https://photos.camavision.com/d1ee269c8591e70ee64fe763f07777fb,https://photos.camavision.com/d1ee269c8591e70ee64fe763f07777fb,"415 17TH AVE NW, INDEPENDENCE","415 17TH AVE NW, INDEPENDENCE","
            415 17TH AVE NW,  INDEPENDENCE 
                      ",1 Story Frame,1951,1482,"$175,740 ","$175,740 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
07.18.100.007,https://photos.camavision.com/40dce2d69324ffc7eab0cf256dad8e78/70,https://photos.camavision.com/40dce2d69324ffc7eab0cf256dad8e78,https://photos.camavision.com/40dce2d69324ffc7eab0cf256dad8e78,"2230 180TH ST, INDEPENDENCE","2230 180TH ST, INDEPENDENCE","
            2230 180TH ST, INDEPENDENCE 
                      ",1 Story Frame,1910,1848,"$176,070 ","$176,070 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.17.100.010,https://photos.camavision.com/62bd2a9be140074990c415df68fb1cb5/70,https://photos.camavision.com/62bd2a9be140074990c415df68fb1cb5,https://photos.camavision.com/62bd2a9be140074990c415df68fb1cb5,"1741 185TH ST, INDEPENDENCE","1741 185TH ST, INDEPENDENCE","
            1741 185TH ST,  INDEPENDENCE 
                      ",2 Story Frame,1880,1824,"$204,910 ","$204,910 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
07.21.100.005,https://photos.camavision.com/c1a4cc1549b4badfd464998a498d9cca/70,https://photos.camavision.com/c1a4cc1549b4badfd464998a498d9cca,https://photos.camavision.com/c1a4cc1549b4badfd464998a498d9cca,"2421 192ND ST, INDEPENDENCE","2421 192ND ST, INDEPENDENCE","
            2421 192ND ST, INDEPENDENCE 
                      ",2 Story Frame,1920,2358,"$240,960 ","$240,960 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.30.100.015,https://photos.camavision.com/df932b629b980369abca783d340ad1d3/70,https://photos.camavision.com/df932b629b980369abca783d340ad1d3,https://photos.camavision.com/df932b629b980369abca783d340ad1d3,"1634-1 198TH ST, INDEPENDENCE","1634-1 198TH ST, INDEPENDENCE","
            1634-1 198TH ST, INDEPENDENCE 
                      ",1 Story Frame,1970,1184,"$121,740 ","$121,740 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
14.12.106.001,,,,"215 1ST AVE, ROWLEY","215 1ST AVE, ROWLEY","
            215 1ST AVE, ROWLEY
                      ",1 Story Frame,1960,1458,"$127,150 ","$127,150 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
14.12.105.003,https://photos.camavision.com/856db3e8c93809d16d0267cc16383650/70,https://photos.camavision.com/856db3e8c93809d16d0267cc16383650,https://photos.camavision.com/856db3e8c93809d16d0267cc16383650,"222 1ST AVE, ROWLEY","222 1ST AVE, ROWLEY","
            222 1ST AVE, ROWLEY
                      ",1 Story Frame,1968,1328,"$154,180 ","$154,180 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
14.12.151.004,https://photos.camavision.com/11fd6732032f7073cf318d3b168dc346/70,https://photos.camavision.com/11fd6732032f7073cf318d3b168dc346,https://photos.camavision.com/11fd6732032f7073cf318d3b168dc346,"302 1ST AVE, ROWLEY","302 1ST AVE, ROWLEY","
            302 1ST AVE, ROWLEY
                      ",1 Story Frame,1981,1296,"$188,730 ","$188,730 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.126.012,https://photos.camavision.com/82fb75a3c3db99b3e6d5b373e31eb925/70,https://photos.camavision.com/82fb75a3c3db99b3e6d5b373e31eb925,https://photos.camavision.com/82fb75a3c3db99b3e6d5b373e31eb925,"1211 1ST AVE NE, INDEPENDENCE","1211 1ST AVE NE, INDEPENDENCE","
            1211 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1976,2148,"$297,030 ","$297,030 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.126.011,https://photos.camavision.com/d4d10ea38dd1a96d1278212278127783/70,https://photos.camavision.com/d4d10ea38dd1a96d1278212278127783,https://photos.camavision.com/d4d10ea38dd1a96d1278212278127783,"1213 1ST AVE NE, INDEPENDENCE","1213 1ST AVE NE, INDEPENDENCE","
            1213 1ST AVE NE, INDEPENDENCE
                      ",1 Story Frame,1951,1080,"$161,270 ","$161,270 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.336.007,https://photos.camavision.com/a938bcaf4fb4278babf40c81f9ab45b7/70,https://photos.camavision.com/a938bcaf4fb4278babf40c81f9ab45b7,https://photos.camavision.com/a938bcaf4fb4278babf40c81f9ab45b7,"619 1ST AVE NE, INDEPENDENCE","619 1ST AVE NE, INDEPENDENCE","
            619 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,1204,"$66,690 ","$66,690 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.332.011,https://photos.camavision.com/d0b7e56ec6019a531f428894ea8b961f/70,https://photos.camavision.com/d0b7e56ec6019a531f428894ea8b961f,https://photos.camavision.com/d0b7e56ec6019a531f428894ea8b961f,"701 1ST AVE NE, INDEPENDENCE","701 1ST AVE NE, INDEPENDENCE","
            701 1ST AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1890,822,"$51,980 ","$51,980 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.333.001,https://photos.camavision.com/ec204916972f85676b4f58d303ddbc89/70,https://photos.camavision.com/ec204916972f85676b4f58d303ddbc89,https://photos.camavision.com/ec204916972f85676b4f58d303ddbc89,"718 1ST AVE NE, INDEPENDENCE","718 1ST AVE NE, INDEPENDENCE","
            718 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,1228,"$76,670 ","$76,670 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.329.001,https://photos.camavision.com/f2e5d2dcc80590c64b5836aaa1025dea/70,https://photos.camavision.com/f2e5d2dcc80590c64b5836aaa1025dea,https://photos.camavision.com/f2e5d2dcc80590c64b5836aaa1025dea,"800 1ST AVE NE, INDEPENDENCE","800 1ST AVE NE, INDEPENDENCE","
            800 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,2134,"$160,530 ","$160,530 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.191.003,https://photos.camavision.com/1e74b2d3a2cf43e25fcd53ddc9b45af4/70,https://photos.camavision.com/1e74b2d3a2cf43e25fcd53ddc9b45af4,https://photos.camavision.com/1e74b2d3a2cf43e25fcd53ddc9b45af4,"806 1ST AVE NE, INDEPENDENCE","806 1ST AVE NE, INDEPENDENCE","
            806 1ST AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,1592,"$79,560 ","$79,560 ",https://buchanan.iowaassessors.com/results.php?page=10&history=-10&ts=1688576139
06.34.190.003,https://photos.camavision.com/aa7a307d0ea03a4f2933a794afd22f48/70,https://photos.camavision.com/aa7a307d0ea03a4f2933a794afd22f48,https://photos.camavision.com/aa7a307d0ea03a4f2933a794afd22f48,"815 1ST AVE NE, INDEPENDENCE","815 1ST AVE NE, INDEPENDENCE","
            815 1ST AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1910,1516,"$85,930 ","$85,930 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.252.010,https://photos.camavision.com/5e5b338f8bbbcc6f65ca223c44aa5cca/70,https://photos.camavision.com/5e5b338f8bbbcc6f65ca223c44aa5cca,https://photos.camavision.com/5e5b338f8bbbcc6f65ca223c44aa5cca,"1217 1ST ST E, INDEPENDENCE","1217 1ST ST E, INDEPENDENCE","
            1217 1ST ST E, INDEPENDENCE
                      ",1 Story Frame,1915,1292,"$154,690 ","$154,690 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.255.001,https://photos.camavision.com/cf65095cddeaf86b13ead95f4f5aa781/70,https://photos.camavision.com/cf65095cddeaf86b13ead95f4f5aa781,https://photos.camavision.com/cf65095cddeaf86b13ead95f4f5aa781,"1401 1ST ST E, INDEPENDENCE","1401 1ST ST E, INDEPENDENCE","
            1401 1ST ST E, INDEPENDENCE
                      ",1 Story Frame,1998,1696,"$317,140 ","$317,140 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.35.382.008,https://photos.camavision.com/1204e4335237d53879083f602b0543f0/70,https://photos.camavision.com/1204e4335237d53879083f602b0543f0,https://photos.camavision.com/1204e4335237d53879083f602b0543f0,"1402 1ST ST E, INDEPENDENCE","1402 1ST ST E, INDEPENDENCE","
            1402 1ST ST E, INDEPENDENCE
                      ",1 Story Frame,1959,1737,"$238,820 ","$238,820 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.153.001,https://photos.camavision.com/d43e4b89f909d1776f0d1a16d8683fd2/70,https://photos.camavision.com/d43e4b89f909d1776f0d1a16d8683fd2,https://photos.camavision.com/d43e4b89f909d1776f0d1a16d8683fd2,"601 1ST ST E, INDEPENDENCE","601 1ST ST E, INDEPENDENCE","
            601 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1900,2644,"$145,600 ","$145,600 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.34.489.007,https://photos.camavision.com/34e753996b97d3868ce5a1c57dc1b05c/70,https://photos.camavision.com/34e753996b97d3868ce5a1c57dc1b05c,https://photos.camavision.com/34e753996b97d3868ce5a1c57dc1b05c,"608 1ST ST E, INDEPENDENCE","608 1ST ST E, INDEPENDENCE","
            608 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1900,2261,"$118,760 ","$118,760 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.153.006,https://photos.camavision.com/a47d2c405330776398dc5490693a5865/70,https://photos.camavision.com/a47d2c405330776398dc5490693a5865,https://photos.camavision.com/a47d2c405330776398dc5490693a5865,"611 1ST ST E, INDEPENDENCE","611 1ST ST E, INDEPENDENCE","
            611 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1900,1815,"$79,430 ","$79,430 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.153.007,https://photos.camavision.com/310b24fee729c7656a58233af06a083c/70,https://photos.camavision.com/310b24fee729c7656a58233af06a083c,https://photos.camavision.com/310b24fee729c7656a58233af06a083c,"613 1ST ST E, INDEPENDENCE","613 1ST ST E, INDEPENDENCE","
            613 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1910,1037,"$62,850 ","$62,850 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.153.010,,,,"617 1ST ST E, INDEPENDENCE","617 1ST ST E, INDEPENDENCE","
            617 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1880,1034,"$79,410 ","$79,410 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.154.001,https://photos.camavision.com/f362f4bf2dd0abaad58aeafa27e01182/70,https://photos.camavision.com/f362f4bf2dd0abaad58aeafa27e01182,https://photos.camavision.com/f362f4bf2dd0abaad58aeafa27e01182,"701 1ST ST E, INDEPENDENCE","701 1ST ST E, INDEPENDENCE","
            701 1ST ST E, INDEPENDENCE
                      ",2 Story Frame,1895,1182,"$85,790 ","$85,790 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
10.03.154.002,https://photos.camavision.com/580cdd1c3b3772c572f3f0f6c41d0696/70,https://photos.camavision.com/580cdd1c3b3772c572f3f0f6c41d0696,https://photos.camavision.com/580cdd1c3b3772c572f3f0f6c41d0696,"707 1ST ST E, INDEPENDENCE","707 1ST ST E, INDEPENDENCE","
            707 1ST ST E, INDEPENDENCE
                      ",1 Story Frame,1890,1125,"$100,650 ","$100,650 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
06.35.361.008,https://photos.camavision.com/3fff0660615a128e4ceb92237adbc2b0/70,https://photos.camavision.com/3fff0660615a128e4ceb92237adbc2b0,https://photos.camavision.com/3fff0660615a128e4ceb92237adbc2b0,"812 1ST ST E, INDEPENDENCE","812 1ST ST E, INDEPENDENCE","
            812 1ST ST E, INDEPENDENCE
                      ",Salvage,1890,1083,"$29,470 ","$29,470 ",https://buchanan.iowaassessors.com/results.php?page=11&history=-11&ts=1688576139
